Name des Begünstigten,Bezeichnung des Vorhabens,Jahr der Bewilligung,Jahr der Restzahlung,Gewährte Beträge,Bei Abschluss des Vorhabens gezahlte Gesamtbeträge
Sinus GmbH,Fremdausbildung zur Schaffung eines Ausbildungsplatzes,2008,2010,4500,4500
"SIRO - Blechbearbeitung & -
lackierung GmbH",2x Fremdausbildung Konstruktionsmechaniker,2013,,"4545,8",
"SIRO - Blechbearbeitung & -
lackierung GmbH","Fremdausbildung 1x Zerspanungsmechaniker, 2 x
Konstruktionsmechaniker",2012,,"7573,3",
"SIRO - Blechbearbeitung & -
lackierung GmbH",Fremdausbildung 5 x Konstruktionsmechaniker,2010,,"7472,5",
"SIRO - Blechbearbeitung & -
lackierung GmbH","Fremdausbildung Maschinen- u. Anlagenführer,
Konstruktions-, Zerspanungs- u. Industriemechaniker",2011,,16450,
"SIRO - Blechbearbeitung & -
lackierung GmbH",KOnstruktionsmechaniker/ Zerspanungsmechaniker,2009,,3500,
"SIRO - Blechbearbeitung und -
lackierung GmbH Zerbst",Fremdausbildung zur Verbesserung der Ausbildungsqualität,2009,2012,6350,6350
Siverin Arndt-Krüger,"Effizienzhaus-Planer und Baubegleiter Grundmodul und
Aufsatzmodul A",2013,2014,"1153,04","1153,04"
SJD - Die Falken Sachsen-Anhalt,"Schulsozialarbeit an der Sekundarschule ""Ernst Wille"" in
Magdeburg",2012,,"127921,07",
"SK Glas- und Gebäudereinigung
Seguin GmbH","Berufliche Erprobung von Arbeitnehmer/innen in
erwerbswirtschaftlich orientierten Tätigkeiten",2013,,3240,
"SK Glas- und Gebäudereinigung
Seguin GmbH",Qualifizierung Objektleiter,2013,2013,"1891,82","1891,82"
Skadi Giertz,EU-zertifizierter Sachverständiger für Immobilienbewertung,2014,,"12958,62",
SKC TaBeA Halle 2000 e. V.,Gemeinsam statt Einsam /FP LOK/ Stadt Halle,2012,2013,5860,5860
SKC TaBeA Halle 2000 e.V.,Kindersporthaus mit Tab und Bea,2009,,"553646,28",
SKET - Verseilmaschinenbau GmbH,"Fremdausbildung Verbesserung Ausbildungsqualität und
Zusatzqualifikation",2008,2012,7325,7325
SKG Consulting GmbH,"Qualifizierung zum Auditor QMA-TÜV für die
Gesundheitsbranche",2009,,"4718,64",
"SKG Steuerberatungsgesellschaft
mbH",Engagement und Motivation von Mitarbeitern,2013,,"14243,41",
"SKG Steuerberatungsgesellschaft
mbH","Fortbildungsseminar im Bereich allgemeines und spezielles
Steuerrecht, Rechnungswesen, BWL und Grundzüge des
Steuerrecht; Kommunikationstraining-Honorargestaltung,
DATEV-Seminar Pflege",2013,,"6188,71",
"SKG Steuerberatungsgesellschaft
mbH","Lohndaten, FIBU und Abschluss, Betriebsorganisation,
Coaching, DATEV-Pflegedienst, Effiziente
Überzeugungsarbeit  in turbulenten Zeiten (IP1) sowie
Change-Management - Führen von und in Veränderungen
(IP2)",2014,,"18634,11",
"SKZ - ToP gGmbH Training on
Polymers",Fremdsprachenkurs Englisch,2014,,"29316,01",
SL-Intensivpflege GmbH,Pflegefachkraft für außerklinische Beatmung,2012,2013,2880,2880
"sleep &#38; go HOTEL Magdeburg
GmbH",Englisch-Aufbaukurs,2010,,"1869,75",
SLM Kunststofftechnik GmbH,"Schweißlehrgang und Prüfung WIG St 1 FW und 2 FW, WIG
CrNi 1 FW und 2 FW",2011,,"5085,25",
SLV Service GmbH,Branchenorientierter Fachkräftepool,2009,2012,"50972,83","50972,83"
"SM Calvörde Sondermaschinenbau
GmbH & Co. KG","Fremdausbildung  Industriemechaniker / Zusatzqualififikation
CNC, Schweißtechnik",2009,2012,7287,7287
"SM Calvörde Sondermaschinenbau
GmbH & Co. KG","Fremdausbildung  zum Mechatroniker / Zusatzqualifikation
SPS SIMATEC S7",2010,2013,5234,5234
"SM Calvörde Sondermaschinenbau
GmbH & Co. KG","Fremdausbildung Mechatroniker / Zusatzqualifikation SPS
SIMATIC S7",2009,2012,4715,4715
"SM Calvörde Sondermaschinenbau
GmbH & Co. KG","Fremdausbildung f.d. Ausbildung zum Industrie-
/Konstruktions-/Zerspanungsmechaniker u. Zusatzqu.",2013,,10670,
"SM Calvörde Sondermaschinenbau
GmbH & Co. KG","Fremdausbildung für die Ausbildung zum Industrie- und
Zerspanungsmechaniker",2014,,11000,
"SM Calvörde Sondermaschinenbau
GmbH & Co. KG","Fremdausbildung für die Ausbildung zum
Zerspanungsmechaniker und Konstruktionsmechaniker",2013,,6900,
"SM Calvörde Sondermaschinenbau
GmbH & Co. KG","Fremdausbildung zum Zerspanungsmechaniker, ZQ 1 x
CNC-Programmieren und Bearbeiten",2010,2014,4950,4950
"SM Calvörde Sondermaschinenbau
GmbH & Co. KG","Fremdausbildung zur Verbesserung der Ausbildungsqualität
und  Zusatzqualifikation",2008,2012,4900,4900
"SM Calvörde Sondermaschinenbau
GmbH & Co. KG","Programmierung SINUMERIK 840 D und 840 D sl, Office,
APplus, DATEV, Einkommenssteuer 2013",2013,,"18495,25",
"SMA Schweinemastanlage
Woestmann KG","Qualifizierung in den Bereichen Personalentwicklung,
Controlling I und II und Warenwirtschaft",2010,,400,
SMARON Der bunte Kinderladen,"Eröffnung eines Kinderbekleidungsgeschäftes/FP LOK/
Burgenlandkreis",2012,,"9770,82",
Smart-System GmbH,Gebäudeenergieberater,2012,,"2395,96",
SmartMembranes GmbH,"Herstellung und Vermarktung hochgeordneter poröser
Membranen aus Silizium und Aluminiumoxid",2009,2010,9360,9360
SmartUp,Dellenentfernen ohne Lackieren Stufe I & II,2011,,"14799,25",
"SMB Steuerberatungsgesellschaft
mbH","Einarbeitung in die landwirtschaftliche Thematik, Erbschafts-
und Schenkungssteuer Landwirtschaft, Führungstraining für
Steuerberaterinnen, Umsatzsteuer in der Land- und
Forstwirtschaft, Kompaktseminar landwirtschaftliche
Buchstelle",2013,2014,"3542,6","3542,6"
"SMB Steuerberatungsgesellschaft
mbH","Führungskräfteseminar, Bilanzsteuerrcht, Besteuerung von
PersG und Einkommenssteuergesetz",2011,,"5224,42",
"SMB Steuerberatungsgesellschaft
mbH",Landwirtschaftliche Buchstelle,2014,,"1092,72",
"SMB Steuerberatungsgesellschaft
mbH","Qualifizierung in den Bereichen service- und
kundenorientierte Kanzlei; Zeitmanagement;
Korrespondenztraining; Einkommensteuer; Abrechnung von
Vereinen; (Förder-)Mittelbeschaffung; Kommunikation mit
Banken; Fachberater für Internationales Steuerrecht; Dat",2010,,"18371,75",
"SMB-Servicegesellschaft für
Maschinenbau mbH",Fremdausbildung,2009,2012,7306,7306
SMR Bau GmbH Zeitz,Übernahme aus Betriebsstilllegung/-einschränkung,2009,2009,2000,2000
"SOEHNE Kompetenz - aus - Stahl
GmbH","Verkaufstraining, EBC*L, Schweißen E-Hand Modul 1-4 und
Schweißen MAG St Modul 1-4",2014,,61170,
"SOEX  Textil-
Sortierbetriebsgesellschaft  mbH",Coaching Schuh- und Mixsortierung,2011,,"42316,69",
"SOEX  Textil-
Sortierbetriebsgesellschaft  mbH",Coaching Vor- / Feinsortierung und KVP 2009,2009,2011,"175666,29","175666,29"
"SOEX  Textil-
Sortierbetriebsgesellschaft  mbH",Führungskräftetraining und Coaching Mixsortierung,2009,,"73744,27",
"SOEX  Textil-
Sortierbetriebsgesellschaft  mbH","Qualifizierung in den Bereichen Elektrode-Handschweißen,
MAG-Schweißen, WIG-Schweißen sowie Training
Schönenberger Anlage und Coaching Mitarbeiter für Qualität",2010,,"42685,66",
Soft-Systems,Linux-Softwareschulung,2010,,6468,
Soft-Systems,"Weiterbildung im Unternehmen ""soft-systems""",2008,2010,5068,5068
Soft-Systems,"Weiterbildung im Unternehmen ""soft-systems""",2009,2010,"7688,8","7688,8"
Soft-Trade GmbH,Schulung im Bereich ELOprofessional,2012,,"1374,1",
Solares GmbH,Fremdausbildung Verbesserung Ausbildungsqualität,2009,2009,2500,2500
Solarzentrum Bernburg,Qualifizierung zum Kundendiensttechniker,2010,,"2764,16",
Solibro GmbH,Six Sigma,2009,2013,"14536,6","14536,6"
Solvay P&S GmbH,"Emerson-Qualifizierungen, Durchflussmesstechnik &
Analyse, Qualitätsauditor, Grundlagen der Dampf- und
Kondensattechnologie in Verbindung mit Wärmetauscher,
Gefahrstoffbeauftragter, Gerätebedienung Pactware sowie
Frequenzumrichter",2014,,"38974,18",
SOMMER GmbH,Homologation / Fahrzeuggenehmigung,2014,,"1813,39",
SOMMER GmbH,Innovationsassistent,2013,,"34417,72",
SOMMER GmbH,Innovationsassistent,2013,,"39495,35",
"Sondermaschinen Oschersleben
GmbH","CAD/CAM Hypermill-Schulung, CNC Programmierlehrgang
MAZATROL MATRIX Fräsen",2013,2014,"2226,69","2226,69"
"Sondermaschinen Oschersleben
GmbH","CNC-Programmierung für MAZATROL MATRIX QTN-
Steuerung",2011,,"3302,03",
Sonnabend,Übernahme aus Betriebsstilllegung oder -einschränkung,2009,2009,2000,2000
"Sonnen Apotheke Gerwisch Inh. Antje
Jung e. Kfr.","Phyto PTA; Servicequalität steigern und Kunden begeistern;
Beratungsoffensive",2013,,"4635,39",
"Sonnen Apotheke Gerwisch Inh. Antje
Jung e. Kfr.",Prüfung von Großhandelsrechnungen - basic,2012,,"2292,98",
"Sonnen Apotheke Gerwisch Inh. Antje
Jung e. Kfr.",Vier Jahreszeiten von APODEUS - Christmas Special,2012,,"9880,65",
Sonnen Froehlich,POE Sonnen-Froehlich,2008,2012,"28156,38","28156,38"
Sonnenapotheke,Apotheken feminin und erfolgreich führen,2014,,"1050,66",
SonntagsNachrichten Verlag GmbH,"Verkaufstraining für Außendienstmitarbeiter im Verlag
Modul1",2013,,1287,
"SONOTEC Dr. zur Horst-Meyer &
Münch OHG","Qualifizierung der Mitarbeiter der SONOTEC Dr. zur Horst-
Meyer & Münch OHG ,
Halle",2009,2010,"25568,51","25568,51"
"SONOTEC Dr. zur Horst-Meyer &
Münch OHG","Qualifizierung in den Bereichen C++ Grundlagen, Delphi-
Aufbaukurs, Patentmanagement, Klebetechnologie -
Niederdruckplasma, Geräte-Firmware und PC-Software,
Vorschriften EVM, Leiterplattendesign EVM, Embedded
Entwicklung, Entwicklungs- und Konstruktionsman",2010,2011,"10893,1","10893,1"
"SONOTEC Ultraschallsensorik Halle
GmbH",Innovationsassistent,2012,2014,"42105,39","42105,39"
"SONOTEC Ultraschallsensorik Halle
GmbH","Qualifizierung entsprechend dem
Personalentwicklungsbedarf 2014/2015",2014,,"23754,6",
"SONOTEC Ultraschallsensorik Halle
GmbH",Qualifizierung gemäß Personalentwicklungskonzept 2011,2011,,"17304,94",
"SONOTEC Ultraschallsensorik Halle
GmbH",Qualifizierung von Mitarbeitern im Jahr 2009,2009,2010,"53198,42","53198,42"
"SONOTEC Ultraschallsensorik Halle
GmbH","Software-Schulungen; QM-Beauftragter; Export; Innendienst;
Business Englisch; elektronischen Grundwissen",2013,,"25655,61",
Sophia Müller,Manuelle Lymphdrainage,2014,2014,1584,1584
SorTech AG,"Durchführung einer 24-monatigen berufsbegleitenden MBA-
Qualifizierung",2009,2013,17550,17550
SorTech AG,"Einsatzbereite Schulung der Mitarbeiter zum Einsatz für ein
SAP-ERP-System",2009,,"42616,33",
SOS Kinderdorf e. V.,"Bildungsbezogenes Angebot ""Gewaltfrei"" am Schulzentrum
Könnern",2010,2011,2430,2430
SOS Kinderdorf e. V.,"Projekt zur Qualifizierung des pädagogischen
Betreuungspersonals im Hort an der GS Beesenlaublingen",2012,,5000,
SOS Kinderdorf e. V.,"Projekt zur Qualifizierung des pädagogischen
Betreuungspersonals in der Kita Gänseblümchen in Plötzkau",2012,,5000,
SOS Kinderdorf e. V.,"Projekt zur Qualifizierung des pädagogischen
Betreuungspersonals in der Kita Nienburger Str. in Bernburg",2012,,5000,
SOS Kinderdorf e. V.,"Projekt zur Qualifzierung des pädagogischen
Betreuungspersonals in der ITE Kindertagessstätte
Parkwichtel in Beesenlaublingen",2012,,5000,
SOS Kinderdorf e. V.,Schulsozialarbeit am Schulzentrum Könnern,2010,,"87413,66",
SOS Kinderdorf e. V.,Schulsozialarbeit am Schulzentrum in Könnern,2012,,"139863,28",
SOS Kinderdorf e. V.,"Schulsozialarbeit an der Förderschule ""Otto Dorn"" in
Bernburg",2009,2013,"44788,02","44788,02"
SOS Kinderdorf e. V.,Schulsozialarbeit an der Förderschule O.Dorn Bernburg,2012,,"135539,19",
SOS Kinderdorf e. V.,"Schulsozialarbeit an der Förderschule für Lernbehinderte
""Otto Dorn"" Bernburg",2010,,"81523,17",
SOS Kinderdorf e. V.,"Schulsozialarbeit an der Sekundarschule ""Talstadt"" Bernburg",2009,,"68483,65",
SOS Kinderdorf e. V.,"Schulsozialarbeit an der Sekundarschule ""Talstadt"" in
Bernburg",2010,,"97838,93",
SOS Kinderdorf e. V.,"Schulsozialarbeit an der Sekundarschule Schulzentrum
Könnern",2009,2013,"47131,4","47131,4"
Sovello AG 1 & 2,"Qualifizierungsmaßnahme für das Betriebspersonal EQ1 und
EQ2 für das 2 Halbjahr 2008.",2008,2011,"15058,2","15058,2"
Sovello AG 1 & 2,"Qualifizierungsmaßnahme für das Betriebspersonal EQ2 für
das 2. Halbjahr 2008.",2008,2011,"17115,35","17115,35"
Sovello AG 1 & 2,"Qualifizierungsmaßnahme für das Betriebspersonal der
Produktionsstätte EverQ1",2008,2012,"32662,25","32662,25"
Sovello AG 1 & 2,"Qualifizierungsmaßnahme zur Weiterbildung für das
Betriebspersonal der Produktionsstätte Sovello 1",2009,2012,"14445,73","14445,73"
Sovello AG 1 & 2,"Qualifizierungsmaßnahme zur Weiterbildung für das
Betriebspersonal der Produktionsstätte Sovello 2",2009,2012,"9647,03","9647,03"
"Sozial-kulturelle Vereinigung
""Meridian"" e. V.","Eine umfangreiche Arbeit mit den älteren Leuten, die zum
Personenkreis sozialschwachen Personen gehören.",2014,,36000,
"Sozial-kulturelles Frauenzentrum
Dessau e.V.",Unterstützung im Frauenhaus Dessau,2014,,"15534,95",
"Sozial-kulturelles Frauenzentrum
Dessau e.V.",Unterstützung im Frauenzentrum,2014,,"31294,75",
"Sozial-kulturelles Frauenzentrum
Dessau e.V.",Zeugenbetreuung  im Amtsgericht Dessau-Roßlau,2014,,"31186,27",
Sozial-und Heilpädagoge,GAJL(EH),2010,,"1737,05",
SozialCentrum Altmark e.V.,Berufliche Erprobung im Unternehmen,2014,,"5709,6",
SozialCentrum Altmark e.V.,Berufliche Erprobung im Unternehmen,2014,,5760,
SozialCentrum Altmark e.V.,Berufliche Erprobung im Unternehmen,2014,,7200,
SozialCentrum Altmark e.V.,"Berufliche Erprobung von Arbeitnehmer/innen in
erwerbswirtschaftlich orientierten Tätigkeiten",2013,,"7448,22",
SozialCentrum Altmark e.V.,"Berufliche Erprobung von Arbeitnehmer/innen in
erwerbswirtschaftlich orientierten Tätigkeiten",2013,,"7676,79",
SozialCentrum Altmark e.V.,"Berufliche Erprobung von Arbeitnehmer/innen in
erwerbswirtschaftlich orientierten Tätigkeiten",2013,,"7717,72",
SozialCentrum Altmark e.V.,"Berufliche Erprobung von Arbeitnehmer/innen in
erwerbswirtschaftlich orientierten Tätigkeiten",2013,,"7775,22",
SozialCentrum Altmark e.V.,"Berufliche Erprobung von Arbeitnehmer/innen in
erwerbswirtschaftlich orientierten Tätigkeiten",2013,,"7854,55",
"Soziale Fundgrube des Börderkreises
e. V.",Sozialshop/FP-LOK/ LK Börde,2010,2011,"9908,05","9908,05"
Soziale Heimat Anhalt/Dessau e.V.,"Mobile Schulassistenten - unterstützende Tätigkeiten an
Schulen",2008,,"186960,06",
Soziales Zentrum Emseloh e. V.,Betreuung der älteren Generation der Gemeinde Emseloh,2008,2009,"9673,2","9673,2"
Soziales Zentrum Emseloh e. V.,"Errichtung eines Bürgerdienstes in der Gemeinde
Emseloh/FP-LOK/Emseloh, Eislebener Straße 1 c, 06528
Emseloh",2009,,"9887,01",
"Sozialtherapeutisches Zentrum Gut
Priemern gGmbH","Berufliche Erprobung von Arbeitnehmer/innen in
erwerbswirtschaftlich orientierten Tätigkeiten",2013,,11340,
"Sozialtherapeutisches Zentrum Gut
Priemern gGmbH","Berufliche Erprobung von Arbeitnehmer/innen in
erwerbswirtschaftlich orientierten Tätigkeiten",2013,,"11722,86",
"Sozialtherapeutisches Zentrum Gut
Priemern gGmbH","Berufliche Erprobung von Arbeitnehmer/innen in
erwerbswirtschaftlich orientierten Tätigkeiten",2013,,11880,
Sozialzentrum Bode e.V.,"Bildungsbezogenes Angebot ""Elterngesprächsgruppe"" an der
Sekundarschule Thale Nord",2010,2011,4061,4061
Sozialzentrum Bode e.V.,"Bildungsbezogenes Angebot Aufbau einer
Elterngesprächsgruppe in der Sekundarschule Thale Nord",2010,2013,"1343,8","1343,8"
Sozialzentrum Bode e.V.,"Bildungsbezogenes Angebot Schulerfolg durch
Patenschaften an der Grundschule ""Auf den Höhen"" Thale",2010,2014,3150,3150
Sozialzentrum Bode e.V.,"Bildungsbezogenes Angebot Schulerfolg durch
Patenschaften leistungsstarker Jugendlicher und Kindern aus
bildungsfernen Familien an der Grundschule""Auf den Höhen""
und ""Geschwister Scholl"" Thale",2010,2013,"2146,46","2146,46"
Sozialzentrum Bode e.V.,Hilfe für allein erziehende Eltern,2008,2011,"9922,31","9922,31"
Sozialzentrum Bode e.V.,"Schulsozialarbeit an den Grundschulen ""Auf den Höhen"" und
""Geschwister Scholl"" in Thale",2009,2013,"44083,24","44083,24"
Sozialzentrum Bode e.V.,"Schulsozialarbeit an der Grundschule ""Auf den Höhen"" in
Thale",2012,,"107601,5",
Sozialzentrum Bode e.V.,"Schulsozialarbeit an der Grundschule Geschwister Scholl in
Thale",2012,,"110431,85",
Sozialzentrum Bode e.V.,Schulsozialarbeit an der Sekundarschule Thale Nord,2009,2013,"50671,49","50671,49"
Sozialzentrum Bode e.V.,"Schulsozialarbeit an der Sekundarschule Thale- Nord in
Thale",2012,,"102257,92",
Sozialzentrum Bode e.V.,Schulsozialarbeit in der Sekundarschule Thale-Nord,2010,2013,"72371,95","72371,95"
Sozialzentrum Bode e.V.,Zusätzliche Angebote im Jugend- und Seniorenbereich,2014,,42000,
"Soziokulturrelles Zentrum Schranke e.
V.","Kurs ""Kreatives und Bildnerisches Gestalten"" für den Kinder
und Jugendbereich/FP-LOK/ Wolmirstedt, Bürgerhaus
Schloßdomäne 2,
39326 Wolmirstedt",2008,2010,"5091,4","5091,4"
SPARCON-Erodiertechnik GmbH,Fremdaubsildung Zerspanungsmechaniker,2013,,3780,
SparEnergie GbR,"Ganzheitliche, betriebswirtschaftliche
Unternehmerqualifizierung",2014,,24500,
SparEnergie GbR,"Ganzheitliche, betriebswirtschaftliche
Unternehmerqualifizierung",2014,,24500,
Spedition Köchy GmbH,Fremdausbildung/ Zusatzquali,2009,2010,1197,1197
"SPEED Leistungs- und
Gesundheitszentrum UG
(haftungsbeschränkt)","Aufbau einer Rahabilitationssportgruppe/ FP LOK/ Landkreis
Börde",2011,2012,"9286,66","9286,66"
speedshop GmbH,Berufliche Erprobung im Unternehmen,2014,,12960,
speedshop GmbH,Fortbildung fachtheoretische Kenntnisse im Kfz-Bereich.,2014,,5253,
Spengler & Kirchhof GbR,Führerschein Klasse T,2011,2012,"498,9","498,9"
Spengler & Kirchhof GbR,Führerschein Klasse T,2013,2014,"499,32","499,32"
Spengler & Kirchhof GbR,Zusatzquali/ Führerschein,2009,2010,500,500
"SPI Soziale Stadt und Land
Entwicklungsgesellschaft mbH",Betrieblicher Datenschutz,2014,,"2184,33",
"SPI Soziale Stadt und Land
Entwicklungsgesellschaft mbH","Durchführung von Einzelprojekten zur präventiven
Arbeitsmarktförderung mit besonderem Landesinteresse -
""ProSozial - Personal- und Organisationsentwicklung für die
Sozialwirtschaft",2008,2013,"949186,12","949186,12"
"SPI Soziale Stadt und Land
Entwicklungsgesellschaft mbH",Kultur- und Beteiligungsangebote für Halle-Neustadt,2008,2011,"9429,22","9429,22"
"SPI Soziale Stadt und Land
Entwicklungsgesellschaft mbH","Qualifizierung spezieller Zielgruppen zur Vorbereitung und
Vertiefung von Gründungsvorhaben - ""Starkes Team - neue
Jobs schaffen in Selbsthilfegruppen""",2009,2012,"214299,51","214299,51"
"SPI Soziale Stadt- und Land
Entwicklungsgesellschaft mbH","""Wer bin Ich - Was kann Ich? Berufsbildende Schulen
""Gutjahr"" in Halle",2013,,2590,
"SPI Soziale Stadt- und Land
Entwicklungsgesellschaft mbH","""Wer bin Ich-Was kann Ich? Berufsbildenden Schulen
""Gutjahr"" Halle",2013,,1480,
"SPI Soziale Stadt- und Land
Entwicklungsgesellschaft mbH","Wer bin Ich - Was kann Ich? Berufsbikdende Schulen
""Gutjahr"" in Halle",2013,,"1264,8",
"SPICHER GmbH Gebäudeleit- und
Sicherheitssysteme","Effiziente Überzeugungsarbeit in turbulenten Zeiten; Change
Management - Führen von und in Veränderungen; Führung
im Wandel - Die Führungskraft als Coach",2014,,"12272,14",
"SPICHER GmbH Gebäudeleit- und
Sicherheitssysteme",Innovationsassistent,2012,2014,35871,35871
"SPICHER GmbH Gebäudeleit- und
Sicherheitssysteme","Qualifizierung in den Bereichen AutoCAD; Business English
und Französisch; DETEC-TOMAT Workshop detect 3000;
Excel 2010; TELENOT Produktkurs Überfall- u. Ein-
bruchmeldezentrale und Aufbaukurs complex 200H/400H;
Kompaktkurs Gebäudesystemtechnik KNX/EIB; HO",2010,,"15355,39",
"SPICHER GmbH Gebäudeleit- und
Sicherheitssysteme","Stärkung der Kompetenz und Verbesserung der Qualität
sowie Softwarequalifizierungen",2014,,"13850,45",
"Spielmode von Anne Sommer und
Juan Cartes, GbR",Stipendium,2013,,34800,
Spielwagen e.V.,"Bildungsbezogenes Angebot ""Demokrati & Engagement
erleben und leben"" Sekundarschule ""Wilhelm Weitling"" in
Magdeburg",2009,2012,"2089,86","2089,86"
Spielwagen e.V.,"Bildungsbezogenes Angebot ""Individuelles Förderangebot""
an der Sekundarschule ""Wilhelm Weitling"" in Magdeburg",2009,2012,"1950,6","1950,6"
Spielwagen e.V.,"Bildungsbezogenes Angebot Induviduelles Förderangebot an
der Sekundarschule""W.Weitling"" MagdeburgAnfang an"". Grundschule ""Salbke"" in Magdeburg",2010,2012,"1782,77","1782,77"
Spielwagen e.V.,"Schulsozialarbeit an der Grundschule ""Am Elbdamm"" in
Magdeburg",2012,,"109573,34",
Spielwagen e.V.,"Schulsozialarbeit an der Sekundarschule ""Thomas Mann""
Magdeburg",2009,2014,"47318,54","47318,54"
Spielwagen e.V.,"Schulsozialarbeit an der Sekundarschule Th. Mann in
Magdeburg",2012,,"113981,66",
Spielwagen e.V.,"Schulsozialarbeit in der Grundschule ""Am Elbdamm""
Magdeburg",2010,,"43175,59",
