Tytu≥ projektu;Nazwa beneficjenta;WartoúÊ projektu;Dofinansowanie z EU;Multimedia;Dziedzina;Czy projekt jest realizowany na obszarze wiÍkszym niø jedna jednostka administracyjna?
"""Bπdü aktywny zawodowo""";POWIAT åWIEBODZI—SKI/POWIATOWY URZ•D PRACY W åWIEBODZINIE;909700.00;773245.00;Nie;praca i integracja spo≥eczna;Nie
Zainwestuj w siebie-zmieÒ w≥asnπ przysz≥oúÊ;GMINA BUSKO - ZDR”J/MIEJSKO - GMINNY OåRODEK POMOCY SPO£ECZNEJ;908632.23;772326.45;Nie;brak;Nie
Aktywizacja osÛb po 29. roku øycia pozostajπcych bez pracy w powiecie ≥owickim (II);POWIAT £OWICKI / POWIATOWY URZ•D PRACY W £OWICZU;906412.00;770420.00;Nie;praca i integracja spo≥eczna;Nie
Zielone úwiat≥o dla m≥odych;SPAWIN SYLWESTER BRZ CZEK EDUKACJA ZAWODOWA;913812.75;770161.39;Nie;praca i integracja spo≥eczna;Nie
Interdyscyplinarny program staøowy dla studentÛw Nauk o Ziemi - 'NoZ na Staø';UNIWERSYTET GDA—SKI;913713.00;770077.31;Nie;nauka i edukacja;Nie
Czas na START;PRACOWNIA ROZWOJU OSOBISTEGO;904277.70;768636.04;Nie;brak;Tak
Zatrudnienie pracownikÛw zaangaøowanych w RPO WL;WOJEW”DZKI URZ•D PRACY W LUBLINIE;904100.00;768485.00;Nie;brak;Nie
Klucz do zmian (II);POWIAT SOK”LSKI/POWIATOWY URZ•D PRACY W SOK”£CE;903372.00;768016.00;Nie;praca i integracja spo≥eczna;Nie
USKRZYDLAMY! Partnerstwo ku przysz≥oúci.;"STOWARZYSZENIE POMOCY DZIECIOM I M£ODZIEØY ""DOM ANIO£”W STR”Ø”W""";902187.75;766859.59;Nie;brak;Tak
Mama z tatπ w pracy dbajπ o przysz≥oúÊ, pociecha w ø≥obku rozwija swπ bystroúÊ - utworzenie na terenie Bia≥egostoku niepublicznego ø≥obka przystosowanego na przyjÍcie 35 dzieci;PRYWATNE SZKO£Y CKZ SP”£KA Z OGRANICZON• ODPOWIEDZIALNOåCI•;901316.77;766119.25;Nie;praca i integracja spo≥eczna;Nie
Szansa w rodzinie zastÍpczej;POWIAT RADOMSZCZA—SKI / POWIATOWE CENTRUM POMOCY RODZINIE W RADOMSKU;899800.00;764830.00;Nie;ochrona zdrowia;Nie
AktywnoúÊ - Integracja - Praca;POLSKI CZERWONY KRZYØ ODDZIA£ REJONOWY W CIECHANOWIE;954075.00;763260.00;Nie;brak;Tak
Aktywna integracja drogπ do zatrudnienia;POLSKI CZERWONY KRZYØ ODDZIA£ REJONOWY W CIECHANOWIE;954075.00;763260.00;Nie;brak;Tak
Aktywizacja osÛb m≥odych pozostajπcych bez pracy w powiecie bieszczadzkim;POWIAT BIESZCZADZKI/POWIATOWY URZ•D PRACY W USTRZYKACH DOLNYCH;829100.00;761900.00;Nie;praca i integracja spo≥eczna;Nie
AktywnoúÊ spo≥eczno- zawodowa gwarancjπ bezpiecznej przysz≥oúci;GMINA ZGIERZ / GMINNY OåRODEK POMOCY SPO£ECZNEJ W ZGIERZU;893936.70;759796.54;Nie;praca i integracja spo≥eczna;Nie
"""POMAGAMY zwalnianym - kompleksowe wsparcie outplacementowe""";ZAK£AD DOSKONALENIA ZAWODOWEGO;893730.22;759670.69;Nie;brak;Nie
Wsparcie na starcie! Indywidualna i kompleksowa pomoc w wejúciu na rynek pracy osÛb m≥odych zamieszkujπcych powiat ostrowiecki;"JOLANTA WOèNICA ""PERSONA"" OåRODEK SZKOLENIOWO-DORADCZY";826495.00;759466.26;Nie;praca i integracja spo≥eczna;Nie
Zaprogramuj siÍ na przysz≥oúÊ - program podnoszπcy kwalifikacje zawodowe uczniÛw Zespo≥u SzkÛ≥ nr 2 im. prof. Janusza Groszkowskiego w Pabianicach;POWIAT PABIANICKI;893201.75;759221.48;Nie;brak;Nie
"""Aktywizacja osÛb m≥odych pozostajπcych bez pracy w powiecie go≥dapskim (II)""";POWIAT GO£DAPSKI/POWIATOWY URZ•D PRACY W GO£DAPI;825631.10;758672.42;Nie;praca i integracja spo≥eczna;Nie
Niepe≥nosprawnoúÊ kluczem sukcesu !;PROESA SP. Z O.O.;825295.90;758364.40;Nie;praca i integracja spo≥eczna;Nie
Gmina Wielka Wieú szansπ dla wszystkich;GMINA WIELKA WIEå - GMINNY OåRODEK POMOCY SPO£ECZNEJ W WIELKIEJ WSI;891892.25;758108.41;Nie;brak;Nie
Poprawa zdolnoúci do zatrudnienia osÛb poszukujπcych pracy i pozostajπcych bez zatrudnienia - projekty pozakonkursowe EURES;SAMORZ•D WOJEW”DZTWA åL•SKIEGO - WOJEW”DZKI URZ•D PRACY W KATOWICACH;891708.75;757952.44;Nie;brak;Nie
Ekonomia spo≥eczna - drogowskaz rozwoju spo≥ecznego;REGIONALNY OåRODEK POLITYKI SPO£ECZNEJ W LUBLINIE;891303.75;757608.19;Nie;praca i integracja spo≥eczna;Tak
ZawÛd zdobyty-zawodowiec odkryty.;ZAK£AD DOSKONALENIA ZAWODOWEGO W £ODZI;889517.50;756089.87;Nie;brak;Tak
LUK II - Lubelski Uniwersytet Kompetencji;KATOLICKI UNIWERSYTET LUBELSKI JANA PAW£A II;895968.94;755122.62;Nie;nauka i edukacja;Nie
Wachlarz moøliwoúci;NCG - NEW CONSULTING GROUP SZKOLENIA, FINANSE, KONSULTING, REKRUTACJA TOMASZ NOWICKI;888306.25;755060.31;Nie;praca i integracja spo≥eczna;Nie
Wykorzystaj swojπ szansÍ;LUBELSKA SZKO£A BIZNESU SP. Z O.O. FUNDACJI ROZWOJU KUL;887319.75;754221.79;Nie;brak;Nie
Aktywizacja osÛb pozostajπcych bez pracy w wieku powyøej 29 roku øycia znajdujπcych siÍ w szczegÛlnie trudnej sytuacji na rynku pracy w powiecie polickim (II);POWIAT POLICKI/POWIATOWY URZ•D PRACY W POLICACH;887173.00;754097.00;Nie;brak;Nie
Aktywizacja osÛb m≥odych pozostajπcych bez pracy w powiecie go≥dapskim (I);POWIAT GO£DAPSKI/POWIATOWY URZ•D PRACY W GO£DAPI;820568.00;754019.93;Nie;praca i integracja spo≥eczna;Nie
Biuro Karier Studenckich - laboratorium kompetencji odpowiadajπcych potrzebom gospodarki, rynku pracy i spo≥eczeÒstwa;POLITECHNIKA åL•SKA;891875.00;751672.25;Nie;nauka i edukacja;Nie
TWARDE UPRAWNIENIA - podstawπ rozwoju kariery zawodowej;"MROZEK MACIEJ ""EKSPERT""";817950.00;751614.25;Nie;praca i integracja spo≥eczna;Nie
Zawodowcy XXI- ZS1 w Wieluniu;POWIAT WIELU—SKI;881432.50;749217.62;Nie;brak;Nie
Aktywizacja osÛb m≥odych pozostajπcych bez pracy w powiecie strzeleckim (I);POWIAT STRZELECKI/POWIATOWY URZ•D PRACY W STRZELCACH OPOLSKICH;887600.00;748069.28;Nie;praca i integracja spo≥eczna;Nie
W poszukiwaniu siebie;POWIAT MYSZKOWSKI;880000.00;748000.00;Nie;brak;Nie
Wsparcie aktywnoúci zawodowej osÛb bezrobotnych w powiecie aleksandrowskim (II);POWIAT ALEKSANDROWSKI/POWIATOWY URZ•D PRACY W ALEKSANDROWIE KUJAWSKIM;878383.00;746625.55;Nie;praca i integracja spo≥eczna;Nie
Aktywizacja osÛb w wieku 30 lat i wiÍcej pozostajπcych bez pracy w powiecie dπbrowskim (I) ÑSzybki Startî;POWIAT D•BROWSKI/POWIATOWY URZ•D PRACY W D•BROWIE TARNOWSKIEJ;878000.00;746300.00;Nie;brak;Nie
Koszty wdraøania zadaÒ powierzonych Miastu Jelenia GÛra jako Instytucji Poúredniczπcej w ramach Regionalnego Programu Operacyjnego WojewÛdztwa Dolnoúlπskiego 2014-2020;MIASTO JELENIA G”RA;876984.71;745437.00;Nie;brak;Nie
Akademia Samodzielnoúci;STOWARZYSZENIE PROREW;874241.25;743105.06;Nie;brak;Nie
Aktywizacja osÛb bezrobotnych w wieku 30+ zarejestrowanych w Powiatowym UrzÍdzie Pracy w Miko≥owie (II);POWIAT MIKO£OWSKI / POWIATOWY URZ•D PRACY W MIKO£OWIE;872014.00;741211.90;Nie;brak;Nie
Aktywizacja osÛb po 29. roku øycia pozostajπcych bez pracy w powiecie skierniewickim i mieúcie Skierniewice (II);MIASTO SKIERNIEWICE/POWIATOWY URZ•D PRACY W SKIERNIEWICACH;871575.00;740844.00;Nie;praca i integracja spo≥eczna;Tak
Aktywizacja osÛb w wieku 30 lat i wiÍcej pozostajπcych bez pracy w powiecie miechowskim (I);POWIAT MIECHOWSKI/ POWIATOWY URZ•D PRACY W MIECHOWIE;871200.00;740520.00;Nie;brak;Nie
Przez wiedzÍ do zatrudnienia;STUDIUM KSZTA£CENIA ZAWODOWEGO I J ZYK”W OBCYCH S.C.;870953.39;740310.38;Nie;praca i integracja spo≥eczna;Tak
Fabryka Szans;SIDROM SP. Z O.O.;870561.75;739977.49;Nie;praca i integracja spo≥eczna;Nie
Wsparcie aktywnoúci zawodowej osÛb bezrobotnych w powiecie úwieckim (II);POWIAT åWIECKI/POWIATOWY URZ•D PRACY W åWIECIU;869806.00;739335.10;Nie;praca i integracja spo≥eczna;Nie
Aktywizacja osÛb powyøej 29 r. ø. pozostajπcych bez pracy w powiecie leskim (I);POWIAT LESKI/POWIATOWY URZ•D PRACY W LESKU;867300.00;737205.00;Nie;praca i integracja spo≥eczna;Nie
Pomoc Techniczna PO WER dla Centrum ProjektÛw Europejskich na rok 2015.;CENTRUM PROJEKT”W EUROPEJSKICH;874600.00;737112.88;Nie;brak;Nie
Nowe lepsze jutro.;GMINA PRZECISZ”W - GMINNY OåRODEK POMOCY SPO£ECZNEJ W PRZECISZOWIE;864846.25;735105.25;Nie;brak;Nie
RozwÛj u studentÛw i studentek kierunku psychologia oraz filologia angielska kompetencji oczekiwanych przez pracodawcÛw.;SWPS UNIWERSYTET HUMANISTYCZNOSPO£ECZNY;871849.97;734795.15;Nie;nauka i edukacja;Nie
Aktywizacja osÛb po 29. roku øycia pozostajπcych bez pracy w powiecie ≥Íczyckim (II);POWIAT £ CZYCKI / POWIATOWY URZ•D PRACY W £ CZYCY;863741.00;734155.00;Nie;praca i integracja spo≥eczna;Nie
Od bezrobocia do zatrudnienia (II);POWIAT KOLNE—SKI/POWIATOWY URZ•D PRACY W KOLNIE;863445.00;733928.00;Nie;praca i integracja spo≥eczna;Nie
Wsparcie zarzπdzania strategicznego w wielkopolskich MSP;PRACODAWCY RP WIELKOPOLSKA;870449.55;733614.88;Nie;brak;Nie
Wykwalifikowany personel medyczny - bezp≥atne kursy specjalistyczne dla kadry pielÍgniarskiej i po≥oøniczej;MULTISERWIS, NIEPUBLICZNY ZAK£AD OPIEKI ZDROWOTNEJ PREV-MED SCZENDZINA ROBERT;870277.00;733469.45;Nie;nauka i edukacja;Tak
Wygraj swojπ przysz≥oúÊ! ñ II edycja;AKADEMIA PROJEKT”W EUROPEJSKICH S£AWOMIR WITKOWSKI;797876.62;733168.83;Nie;praca i integracja spo≥eczna;Nie
ØYCIE ZACZYNA SI  PO 30 - program wsparcia osÛb po 30 roku øycia powracajπcych na rynek pracy;IZBA RZEMIEåLNICZA I PRZEDSI BIORCZOåCI;861181.87;732004.59;Nie;praca i integracja spo≥eczna;Tak
M≥odzi na rynku pracy;FUNDACJA GOSPODARCZA PRO EUROPA;795086.12;730604.63;Nie;praca i integracja spo≥eczna;Tak
Aktywizacja zawodowa osÛb bezrobotnych i poszukujπcych pracy w powiecie koúciaÒskim (I);POWIAT KOåCIA—SKI/POWIATOWY URZ•D PRACY W KOåCIANIE;859160.00;730286.00;Nie;praca i integracja spo≥eczna;Nie
Pomoc techniczna PO WER dla WojewÛdzkiego UrzÍdu Pracy w Bia≥ymstoku na rok 2015;WOJEW”DZKI URZ•D PRACY W BIA£YMSTOKU;865400.00;729359.12;Nie;brak;Nie
Zintegrowani - Zmotywowani - Zaktywizowani - zindywidualizowany program kompleksowego wsparcia osÛb niepracujπcych;STOWARZYSZENIE ROM”W W POLSCE;857337.00;728736.45;Nie;brak;Nie
ZAWODOWY EKSPERT - kompleksowe wsparcie w zakresie rozwoju kwalifikacji i wzrostu poziomu zatrudnienia wúrÛd osÛb w wieku 30+ w najtrudniejszej sytuacji na rynku pracy z terenu Ma≥opolski;"MROZEK MACIEJ ""EKSPERT""";856825.25;728301.46;Nie;brak;Tak
Wsparcie aktywnoúci zawodowej osÛb bezrobotnych w powiecie wπbrzeskim (I);POWIAT W•BRZESKI/POWIATOWY URZ•D PRACY W W•BRZEèNIE;856900.00;728300.00;Nie;praca i integracja spo≥eczna;Nie
Profesjonalne kadry - inwestycja w poprawÍ wykszta≥cenia aspirantÛw pracy socjalnej zatrudnionych w instytucjach pomocy i integracji spo≥ecznej;UNIWERSYTET OPOLSKI;862062.50;726491.09;Nie;brak;Tak
Aktywizacja osÛb po 29.roku øycia pozostajacych bez pracy w powiecie wieruszowskim (I);POWIAT WIERUSZOWSKI / POWIATOWY URZ•D PRACY W WIERUSZOWIE;853200.00;725200.00;Nie;praca i integracja spo≥eczna;Nie
"""Czas na dzia≥anie""";POWIAT åWIEBODZI—SKI/POWIATOWY URZ•D PRACY W åWIEBODZINIE;852704.17;724798.54;Nie;praca i integracja spo≥eczna;Nie
Aktywizacja osÛb m≥odych pozostajπcych bez pracy w powiecie wÍgorzewskim (I);POWIAT W GORZEWSKI/ POWIATOWY URZ•D PRACY W W GORZEWIE;788400.00;724460.76;Nie;praca i integracja spo≥eczna;Nie
Pomoc techniczna PO WER WojewÛdzki Urzπd Pracy w Szczecinie na rok 2015;WOJEW”DZKI URZ•D PRACY W SZCZECINIE;857289.00;722523.17;Nie;brak;Nie
Aktywizacja osÛb w wieku 30 lat i wiÍcej pozostajπcych bez pracy w powiecie proszowickim (II) ;POWIAT PROSZOWICKI/POWIATOWY URZ•D PRACY W PROSZOWICACH;850013.35;722511.34;Nie;brak;Nie
Koordynacja ekonomii spo≥ecznej w wojewÛdztwie dolnoúlπskim ;DOLNOåL•SKI OåRODEK POLITYKI SPO£ECZNEJ;850000.00;722500.00;Nie;praca i integracja spo≥eczna;Nie
Centrum Integracji Spo≥ecznej w Rzeczenicy szansπ na zwiÍkszenie zatrudnienia.;GMINA RZECZENICA;848555.39;721272.08;Nie;brak;Nie
BiorÍ sprawy w swoje rÍce;GMINA KAZIMIERZA WIELKA / MIEJSKO - GMINNY OåRODEK POMOCY SPO£ECZNEJ W KAZIMIERZY WIELKIEJ;847900.40;720715.00;Nie;brak;Nie
Staøe dla studentÛw kierunku Turystyka i Rekreacja Wyøszej Szko≥y Bankowej w GdaÒsku;WYØSZA SZKO£A BANKOWA W GDA—SKU;854820.00;720442.29;Nie;nauka i edukacja;Nie
DziÍki EFS znalaz≥/am/em swoje miejsce na rynku pracy;I£AWSKA IZBA GOSPODARCZA;846477.00;719505.45;Nie;brak;Tak
Program staøowy dla kierunku EKONOMIA;UNIWERSYTET MIKO£AJA KOPERNIKA W TORUNIU;852240.00;718267.87;Nie;nauka i edukacja;Nie
Aktywizacja osÛb m≥odych pozostajπcych bez pracy w powiecie Krapkowickim (I);POWIAT KRAPKOWICKI/POWIATOWY URZ•D PRACY W KRAPKOWICACH;851966.89;718037.69;Nie;praca i integracja spo≥eczna;Nie
Aktywizacja osÛb powyøej 30 roku øycia pozostajπcych bez pracy w powiecie giøyckim (II);POWIAT GIØYCKI/POWIATOWY URZ•D PRACY W GIØYCKU;844534.95;717854.71;Nie;praca i integracja spo≥eczna;Nie
e-umiejÍtnoúci - poznaj nowe moøliwoúci;PRIMAS PRZEMYS£AW W”JCIKOWSKI;843131.25;716661.56;Nie;nauka i edukacja;Nie
"""Pobudzenie aktywnoúci zawodowej osÛb bezrobotnych powyøej 30 roku øycia""";POWIAT WSCHOWSKI/ POWIATOWY URZ•D PRACY WE WSCHOWIE;842700.00;716295.00;Nie;praca i integracja spo≥eczna;Nie
Ucz siÍ z nami!;K•KOL DANIELA;841623.00;715379.55;Nie;nauka i edukacja;Nie
Aktywizacja osÛb bezrobotnych znajdujπcych siÍ w szczegÛlnej sytuacji na rynku pracy w powiecie polkowickim.;POWIAT POLKOWICKI / POWIATOWY URZ•D PRACY W POLKOWICACH;838500.00;712700.00;Nie;praca i integracja spo≥eczna;Nie
Synergia spo≥eczna w Gminie Jasienica;"FUNDACJA CHARYTATYWNA PRZY PARAFII RZYMSKOKATOLICKIEJ NAJåWI TSZEGO SERCA PANA JEZUSA ""POM”ØMY UBOGIM"" W BIERACH";837425.00;711811.25;Nie;brak;Tak
Jestem aktywny - projekt na rzecz aktywizacji spo≥eczno-zawodowej w gminie Che≥miec;GMINA CHE£MIEC;837024.65;711470.93;Nie;brak;Nie
Czas na dzia≥anie!;JOANNA MIROWSKA-WIECZOREK NIEPUBLICZNY ZAK£AD OPIEKI ZDROWOTNEJ PORADNIA ZDROWIA PSYCHOSOMATYCZNEGO VIAMED;835782.00;710414.70;Nie;brak;Nie
Aktywizacja osÛb m≥odych pozostajπcych bez pracy w powiecie siemiatyckim (I);POWIAT SIEMIATYCKI/POWIATOWY URZ•D PRACY W SIEMIATYCZACH;842200.00;709800.00;Nie;praca i integracja spo≥eczna;Nie
Wynajem powierzchni biurowej dla potrzeb realizacji zadaÒ RPOWå 2014-2020 w 2016 r.;WOJEW”DZTWO åWI TOKRZYSKIE - URZ•D MARSZA£KOWSKI WOJEW”DZTWA åWI TOKRZYSKIEGO;834000.00;708900.00;Nie;brak;Nie
Aktywizacja osÛb m≥odych pozostajπcych bez pracy w powiecie nidzickim (I);POWIAT NIDZICKI/POWIATOWY URZ•D PRACY W NIDZICY;771400.00;708839.46;Nie;praca i integracja spo≥eczna;Nie
AktywnoúÊ szansπ na zmianÍ ;GMINA SZEMUD;832670.78;707770.16;Nie;brak;Nie
Pracownik ochrony osÛb i mienia - szansπ na zatrudnienie m≥odych w Szczecinie i okolicach;PROINNOVA MICHA£ R”ØALSKI;767870.00;705595.74;Nie;praca i integracja spo≥eczna;Tak
Pewnie w doros≥oúÊ;FUNDACJA SEMPRE A FRENTE;829871.00;705390.35;Nie;brak;Tak
Fabryka inicjatyw branøowych;POWIAT TOMASZOWSKI;829767.14;705302.06;Nie;brak;Nie
Aktywizacja osÛb po 29. roku øycia pozostajπcych bez pracy w powiecie ≥askim (II);POWIAT £ASKI /POWIATOWY URZ•D PRACY W £ASKU;829297.00;704888.00;Nie;praca i integracja spo≥eczna;Nie
Aktywizacja osÛb w wieku 30 lat i wiÍcej w powiecie opolskim (I);POWIAT OPOLSKI/ POWIATOWY URZ•D PRACY W OPOLU LUBELSKIM;827127.52;703058.39;Nie;praca i integracja spo≥eczna;Nie
Aktywizacja osÛb w wieku 30 lat i wiÍcej pozostajπcych bez pracy w Mieúcie Nowym Sπczu (I);MIASTO NOWY S•CZ/S•DECKI URZ•D PRACY W NOWYM S•CZU;825900.00;702015.00;Nie;brak;Nie
Wsparcie aktywnoúci zawodowej osÛb bezrobotnych w powiecie brodnickim (II);POWIAT BRODNICKI/POWIATOWY URZ•D PRACY W BRODNICY;825530.00;701700.50;Nie;praca i integracja spo≥eczna;Nie
Wspieramy Lubelskich PrzedsiÍbiorcÛw;"REGION åRODKOWO-WSCHODNI NSZZ ""SOLIDARNOå∆""";828625.00;698365.15;Nie;brak;Nie
Aktywizacja zawodowa osÛb bezrobotnych powyøej 30 roku øycia w powiecie kraúnickim;POWIAT KRAåNICKI / POWIATOWY URZ•D PRACY W KRAåNIKU;820390.00;697331.50;Nie;praca i integracja spo≥eczna;Nie
Aktywizacja osÛb powyøej 30 roku øycia w powiecie hajnowskim (I);POWIAT HAJNOWSKI/POWIATOWY URZ•D PRACY W HAJN”WCE;819982.00;696954.00;Nie;praca i integracja spo≥eczna;Nie
AktywnoúÊ szansπ na pracÍ (I);POWIAT ZAMBROWSKI/POWIATOWY URZ•D PRACY W ZAMBROWIE;819800.00;696800.00;Nie;praca i integracja spo≥eczna;Nie
Mikrobiologia w praktyce - staøe dla studentÛw kierunku Mikrobiologia;UNIWERSYTET SZCZECI—SKI;826605.00;696662.69;Nie;nauka i edukacja;Nie
"Dobra praktyka Twojπ inwestycjπ w przysz≥oúÊ - ""Profesjonalni w Budowlance""";MIASTO PIOTRK”W TRYBUNALSKI;817992.80;695293.88;Nie;brak;Nie
Aktywizacja osÛb m≥odych pozostajπcych bez pracy w powiecie nidzickim (II);POWIAT NIDZICKI/POWIATOWY URZ•D PRACY W NIDZICY;756451.46;695103.25;Nie;praca i integracja spo≥eczna;Nie
Aktywizacja osÛb po 29. roku øycia pozostajπcych bez pracy w powiecie pajÍczaÒskim (II);POWIAT PAJ CZA—SKI / POWIATOWY URZ•D PRACY W PAJ CZNIE;817732.00;695082.00;Nie;praca i integracja spo≥eczna;Nie
Stawiam na rozwÛj ñ wzrost umiejÍtnoúci TIK wzmocnieniem pozycji osÛb doros≥ych, szczegÛlnie w wieku 50+, na rynku pracy w powiecie pilskim.;CENTRUM KOMPETENCJI GRUPA SZKOLENIOWO-DORADCZA A. GAWRO—SKA SP.J.;816546.13;694064.21;Nie;nauka i edukacja;Nie
M£ODZI-AKTYWNI-KOMPETENTNI - kompleksowy program aktywizacji spo≥eczno-zawodowej osÛb m≥odych, biernych zawodowo w grupy NEET w wieku 18-29lat z powiatu kolbuszowskiego;"STOWARZYSZENIE NA RZECZ ROZWOJU POWIATU KOLBUSZOWSKIEGO ""NIL""";754223.75;693056.20;Nie;praca i integracja spo≥eczna;Nie
Wykwalifikowany - kompetentny - atrakcyjny na rynku pracy!;POWIAT £ CZYCKI;814143.76;692022.19;Nie;brak;Tak
Wsparcie aktywnoúci zawodowej osÛb bezrobotnych w powiecie mogileÒskim (II);POWIAT MOGILE—SKI/POWIATOWY URZ•D PRACY W MOGILNIE;814110.00;691993.50;Nie;praca i integracja spo≥eczna;Nie
Wsparcie wdraøania RPO WL;WOJEW”DZKI URZ•D PRACY W LUBLINIE;813250.00;691262.50;Nie;brak;Nie
Wsparcie aktywnoúci zawodowej osÛb bezrobotnych w powiecie radziejowskim (II);POWIAT RADZIEJOWSKI/POWIATOWY URZ•D PRACY W RADZIEJOWIE;810772.92;689157.24;Nie;praca i integracja spo≥eczna;Nie
Aktywizacja osÛb pozostajπcych bez pracy powyøej 29 roku øycia znajdujπcych siÍ w szczegÛlnej sytuacji na rynku pracy w powiecie pu≥awskim (I);POWIAT PU£AWSKI / POWIATOWY URZ•D PRACY W PU£AWACH;809133.00;687763.05;Nie;praca i integracja spo≥eczna;Nie
Aktywizacja osÛb 30 lat i wiÍcej pozostajπcych bez pracy w powiecie lubartowskim (I);POWIAT LUBARTOWSKI/POWIATOWY URZ•D PRACY W LUBARTOWIE;808380.00;687123.00;Nie;praca i integracja spo≥eczna;Nie
AKADEMIA POLIGLOTY 50+;INVENTOR TOMASZ PRZYBYLSKI;805269.00;684478.65;Nie;nauka i edukacja;Nie
Aktywni powyøej 29 roku øycia;POWIAT NIDZICKI/POWIATOWY URZ•D PRACY W NIDZICY;804474.25;683803.11;Nie;praca i integracja spo≥eczna;Nie
Akademia kompetencji jÍzykowych mieszkaÒcÛw miasta PoznaÒ i powiatu poznaÒskiego;ML S.C.;802953.60;682510.56;Nie;nauka i edukacja;Tak
Aktywizacja zawodowa osÛb bezrobotnych 30+ (2016);POWIAT SUL CI—SKI / POWIATOWY URZ•D PRACY W SUL CINIE;802862.56;682433.18;Nie;praca i integracja spo≥eczna;Nie
"""Krok do aktywnoúci""";POWIAT WIELICKI - POWIATOWE CENTRUM POMOCY RODZINIE W WIELICZCE;801460.68;681241.57;Nie;brak;Nie
Mπdry start-Dobre dzia≥ania-Lepsze pokolenie;POWIATOWE CENTRUM POMOCY RODZINIE W NYSIE;800491.00;680417.00;Nie;brak;Nie
Wsparcie dla mobilnoúci w Europie, u≥atwienie mieszkaÒcom wojewÛdztwa dolnoúlπskiego skorzystania z ofert pracy w ramach sieci Eures;DOLNOåL•SKI WOJEW”DZKI URZ•D PRACY;799987.50;679989.37;Nie;praca i integracja spo≥eczna;Nie
W RODZINIE LEPIEJ;POWIATOWE CENTRUM POMOCY RODZINIE W KRAPKOWICACH;800000.00;677980.00;Nie;brak;Nie
Droga do sukcesu;LOGICOS FIRMA PRYWATNA IZABELA BEJMA-B•K;737208.75;677421.12;Nie;praca i integracja spo≥eczna;Nie
Pobudzenie aktywnoúci zawodowej osÛb bezrobotnych powyøej 30 roku øycia (II);POWIAT WSCHOWSKI/ POWIATOWY URZ•D PRACY WE WSCHOWIE;796830.00;677305.50;Nie;praca i integracja spo≥eczna;Nie
Droga do zatrudnienia;ISOFT GRZEGORZ LASEK;737012.50;677240.78;Nie;praca i integracja spo≥eczna;Nie
Staøe zawodowe- drogowskazem sukcesu;POWIAT PABIANICKI;795904.23;676518.59;Nie;brak;Nie
Czas na ø≥obek;INSTYTUT ROZWOJU PRZEDSI BIORCZOåCI I INICJATYW SPO£ECZNYCH;794538.50;675357.71;Nie;praca i integracja spo≥eczna;Nie
Akademia kompetencji cyfrowych mieszkaÒcÛw wojewÛdztwa wielkopolskiego;INFORMEG KONRAD SKAWI—SKI;792000.00;673200.00;Nie;nauka i edukacja;Nie
Poprawa szans na zatrudnienie osÛb bezrobotnych, ktÛre znajdujπ siÍ w szczegÛlnej sytuacji na rynku pracy w powiecie kamiennogÛrskim;POWIAT KAMIENNOG”RSKI/ POWIATOWY URZ•D PRACY W KAMIENNEJ G”RZE;791800.00;673000.00;Nie;praca i integracja spo≥eczna;Nie
Skierujmy siÍ na pracÍ - Zindywidualizowany program wsparcia osÛb m≥odych;"PIOTR MATYSIAK ""EL TRANS""";798020.00;672571.26;Nie;praca i integracja spo≥eczna;Nie
Øycie zaczyna siÍ po 50-tce - szkolenia i staøe zawodowe dla kobiet 50+;GALICYJSKIE CENTRUM EDUKACJI SP. Z O.O.;790470.00;671899.50;Nie;brak;Nie
Aktywizacja zawodowa osÛb powyøej 29 roku øycia pozostajπcych bez pracy w powiecie buskim (I);POWIAT BUSKI/POWIATOWY URZ•D PRACY W BUSKU-ZDROJU;786730.95;668721.31;Nie;praca i integracja spo≥eczna;Nie
Aktywizacja zawodowa osÛb bezrobotnych i poszukujπcych pracy w powiecie nowotomyskim (I);POWIAT NOWOTOMYSKI/POWIATOWY URZ•D PRACY W NOWYM TOMYåLU;785595.00;667755.75;Nie;praca i integracja spo≥eczna;Nie
Aktywizacja zawodowa osÛb bezrobotnych 30+;POWIAT SUL CI—SKI / POWIATOWY URZ•D PRACY W SUL CINIE;784600.00;666910.00;Nie;praca i integracja spo≥eczna;Nie
Akademia umiejÍtnoúci komputerowych i jÍzykowych;EUROPEJSKA GRUPA DORADCZA SP. Z O.O.;784206.30;666575.35;Nie;nauka i edukacja;Tak
Doradztwo i Praca dla Niepe≥nosprawnych;KATOLICKIE STOWARZYSZENIE NIEPE£NOSPRAWNYCH W BYTOMIU;783937.50;666346.87;Nie;brak;Tak
Dobra praca!;FUNDACJA ROZWOJU OBYWATELSKIEGO;725137.50;666328.85;Nie;praca i integracja spo≥eczna;Nie
Wsparcie aktywnoúci zawodowej osÛb bezrobotnych w powiecie sÍpoleÒskim (II);POWIAT S POLE—SKI/POWIATOWY URZ•D PRACY W S P”LNIE KRAJE—SKIM;783302.00;665806.70;Nie;praca i integracja spo≥eczna;Nie
Razem w doros≥oúÊ;POWIAT STARACHOWICKI/POWIATOWE CENTRUM POMOCY RODZINIE W STARACHOWICACH;782606.25;665215.31;Nie;brak;Nie
RozwÛj i praca obliczem sukcesu (I);POWIAT MONIECKI/POWIATOWY URZ•D PRACY W MO—KACH;781600.00;664350.00;Nie;praca i integracja spo≥eczna;Nie
