Name des Begünstigten,Bezeichnung des Vorhabens,Jahr der Bewilligung,Jahr der Restzahlung,Gewährte Beträge 1,Bei Abschluss des Vorhabens gezahlte Gesamtbeträge 1
Wolfgang Ey,Unternehmensnachfolge,2012,2012," 3.600,00"," 3.600,00"
"Wolfgang Fischer und Wikana Keks-
und Nahrungsmittel GmbH",Erweiterung einer Betriebsstätte,2008,2013," 222.757,78"," 222.757,78"
Wolfgang Jüngling,Unternehmensnachfolge,2010,2011," 4.800,00"," 4.800,00"
Wolfgang Konschak,Außenwirtschaftsberatung,2008,2016," 0,00"," 0,00"
Wolfgang Kortegast,Organisationsoptimierung,2009,2010," 4.800,00"," 4.800,00"
Wolfgang Kortegast,Organisationsoptimierung,2010,2011," 6.300,00"," 6.300,00"
Wolfgang Luks,Risikomanagement,2009,2016," 0,00"," 0,00"
Wolfgang Mamsch,Unternehmensnachfolge,2012,2013," 1.800,00"," 1.800,00"
Wolfgang Mehl,Organisationsoptimierung,2011,2016," 0,00"," 0,00"
Wolfgang Mehl,Unternehmensnachfolge,2010,2011," 4.500,00"," 4.500,00"
Wolfgang Schakel,Organisationsoptimierung,2011,2011," 4.800,00"," 4.800,00"
Wolfgang Schakel,Stärkung des Innovationspotentioals,2010,2010," 6.000,00"," 6.000,00"
Wolfgang Schirmer,Außenwirtschaftsberatung,2014,2015," 3.600,00"," 3.600,00"
Wolfram Zech,"mitteldeutsche handwerksmesse  ́2010 Ort: LeipzigS 162680250 - S 162740010
510 m Freigefällekanal DN 200 Stz  inkl. 11 Stck. Schächte",2010,2010," 1.003,38"," 1.003,38"
Wolmirstedter WAZV,"Schmutzwasserkanalisation Stadt Wolmirstedt, Elbeuer
Straße / Schwarzer Weg
S 010290090 - PW; S 010290120 - S 010290100;
Druckrohrleitung PW - Anschluss an den vorh. ADL - Düker
der Ohrequerung;
Einbindung des ADL - Dükers der Ohrequerung in die vo",2012,2014," 312.341,74"," 312.341,74"
Wolmirstedter WAZV,"Schmutzwasserkanalisation Stadt Wolmirstedt, Ortsteil
Farsleben, V. BA - Im Winkel
Im Winkel:SW 01 -  PW; SW 04 -  SW 03; Druckrohrleitung
PW -  SW 05 (DES); SW 05 -  40750010vorh.
- 72,06 m Freigefällekanal DN 200 Stz inkl. 5 Stück Schächte
- 70,8",2012,2013," 63.063,95"," 63.063,95"
Wolmirstedter WAZV,"Schmutzwasserkanalisation Stadt Wolmirstedt, Ortsteil Mose,
Farsleber Straße
Farsleber Straße:
SW11 - PW
SW A03 - SW01
Druckleitung PW bis Anschluss an vorh. Druckleitung vom
HPW Mose zur KA Wolmirstedt
- 525 m Schmutzwasserleitung DN 200 StzSchächte
- 1",2014,2015," 253.467,32"," 253.467,32"
Wolmirstedter WAZV,"Schmutzwasserkanalisation in der Gemeinde
Dahlenwarsleben, Restaufschluss Krugstraße/Ebendorfer
Straße
Krugstraße:SW02 - SW03 - 122170060vorh.
Ebendorfer Straße:SW01 - SW02
- 177,98 m Schmutzwasserleitung DN 200 Stz
- 3 Stück Schächte",2014,2014," 71.478,99"," 71.478,99"
Wolmirstedter WAZV,"Schmutzwasserkanalisation in der Gemeinde Rogätz
Los 1: Kegelbahn 2. BA (Haltungen S1 bis S3, S10 bis S2),
Jertze (Haltungen S3 bis S6), Nachtweide (Haltungen S13
bis S9, S14 bis S13, S6 bis S8);
Los 2: Kolonie (Haltungen S15 bis S17, S18 bis S16)
- 7",2008,2011," 143.473,48"," 143.473,48"
"Wolter Gummitechnik GmbH und
Andreas Wolter",Erweiterung einer Betriebsstätte,2011,2014," 68.140,93"," 68.140,93"
woRart german engineering G,KazBuild  ́2008 Ort: Almaty,2008,2009," 3.459,60"," 3.459,60"
WPM Werbe Projekt Medien GmbH,Organisationsoptimierung,2008,2009," 3.600,00"," 3.600,00"
"WTA - Wassertechnischer
Anlagenbau Plauen Gm",Errichtung einer Betriebsstätte,2010,2016," 0,00"," 0,00"
WTB Elektro GmbH,"Diversifizierung einer Betriebsstätte in zusätzliche neue
Produkte",2009,2010," 41.263,60"," 41.263,60"
"Wuttke Gesellschaft für Lüftungs-und
Klimatechnik mbH","Wissens- und Technologietransfer für die Entwicklung einer
Anlage zur Abgaswärmenutzung von Backstraßen für die
Wärmerückgewinnung in Prozessabläufe ohne zusätzlichen
Energieaufwand10 (Anbindepunkt an das vorhandene Abwassernetz)
vom Schacht S 13 bis zum Schacht S 7 im Eichenweg
vom Schacht S 14 bis zum Schacht S 11 im Eichenweg",2011,2012," 45.600,00"," 45.600,00"
WV Burg,"Schmutzwasserkanalnetz Burg, Ortsteil Madel
01KS5019, 5020, 5021, 5022, 2024, 2025,
2026+2023=Druckentlastungsschacht
- 281 m Freigefällekanal DN 150
- 1,5 m Freigefällekanal DN 200 + 57 m Druckleitung
- 7 Stück Schächte + 1 DES
- technische Ausr",2012,2014," 125.286,39"," 125.286,39"
WV Gardelegen,"Kapazitätserweiterung der Kläranlage Gardelegen (von
41.000 EW auf 50.000 EW)
(Bau einer Schlammfaulungsanlage mit energetischer
Gasverwertung)
Errichtung eines Faulbehälters - bautechnischer  Teil
Errichtung eines Maschinenhauses - bautechnischer Tei",2009,," 2.381.033,80",
WV Klötze,"Kanalnetz Beetzendorf, BA 2009
August - Bebel - Straße (SB, S 1 - S 6)
- 317 m Schmutzwasserleitung DN 200 PVC
-     7 Stück Schächte",2008,2011," 88.450,08"," 88.450,08"
WV Stendal-Osterburg,"Ablösung der Kläranlage Schönberg 2009
Strang 24 (Schacht S 24/4 - PW S 24)
Strang 25 (Schacht S 25/6 - PW S 25)
Strang 26 (Schacht S 26/5 - Schacht S 25/1)
-    665 m Schmutzwasserleitung DN 200
-      15 Stück Schächte
- 6.430 m Abwasserdruckleitu-        3 Stück Pumpwerk anpassen",2009,2012," 842.916,50"," 842.916,50"
WV Stendal-Osterburg,"Erweiterung der Biologie Kläranlage Tangerhütte
PW Uchtdorf:
Umgestaltung auf Grund des Wegfalls der Abwassermengen
aus dem Verbandsgebiet Wolmirstedt
- Neuausrüstung Pumpwerkes mit zwei
Zentrifugalradpumpen
- Errichtung eines GFK Pumpschachtes
-",2009,2015," 2.887.824,97"," 2.887.824,97"
WV Stendal-Osterburg,"Erweiterung der Kläranlagen Tangerhütte und Lüderitz
Kläranlage Tangerhütte
- Fäkalannahmestation mit Filterstufenrechen mit  100 m3 / h
Durchsatz
- Transportschnecke mit Förderleistung von  1,5 m3 / h
- Mengenmessgerät MID DN 150 mit Messbereich von",2008,2011," 881.038,98"," 881.038,98"
WV Stendal-Osterburg,"Erweiterung des Wasserwerkes Einwinkel
- Einbau einer zweistufigen Aufbereitungsstrecke mit 2 Stück
geschlossenen Schnellfiltern
- Neubau eines Absetzbeckens
- Bereinigung des Leitungsbestandes
- Rückbau altes Wasserwerksgebäude
- Fernmelde- und Auto",2010,2013," 981.361,27"," 981.361,27"
WV Stendal-Osterburg,"Kanalnetz Arneburg - Elbstraße 2. BA
Strang 1: S 2/11 - S 2/7a    5 Schächte
Strang 2: S 2/13 - S 2/11   2 Schächte
Strang 3: S 2/11a - S 2/11   1 Schacht
-268 m Kanal DN 200
-8 Stück Schächte- Archäologische Begleitung entsprechend Erfordernis",2011,2013," 146.756,91"," 146.756,91"
WV Stendal-Osterburg,"Kanalnetz Iden  2009
Rohrbecker Straße, Schmiedeweg, Neue Straße
- 711 m Schmutzwasserleitung DN 200
-   15 Stück Schächte",2009,2011," 288.050,90"," 288.050,90"
WV Stendal-Osterburg,"Kanalnetz Insel 2009
Restortserschließung  Insel 1. und 2. BA
- 1.540 m Schmutzwasserleitung DN 200
-           28 Stück Schächte
-             1 Stück Pumpwerk
-           7 m Abwasserdruckleitung DN 100",2009,2010," 490.354,19"," 490.354,19"
WV Stendal-Osterburg,"Kanalnetz Seehausen
Diesterwegsiedlung (S 33/11; S 33/10);
Schulweg (S 33/9a - S 33/8; S 33/7, ADL);
Köppenberg (S 31/1; S 31/2) mit Ablösung der alten
Totalkläranlage;
Schulstraße (S 35/1 - S 35/8)
Diesterwegsiedlung
- 720 m Schmutzwasserkan",2008,2010," 250.800,37"," 250.800,37"
WV Stendal-Osterburg,"Kanalnetz Seehausen
Schulstraße
- 127 m Schmutzwasserkanal DN 200 Stz
- 4 Stück Schächte (S5/1 - S5a/1, S10/1b)
- 1 Stück Schachtpumpwerk (Pumpen in Nassaufstellung)
- 136 m Abwasserdruckrohrleitung  PE 100  90x11,6
Kleine Brüderstraße / Klostersch- 165 m Abwasserdruckleitung ADL 4
- 570",2008,2010," 178.128,58"," 178.128,58"
WV Stendal-Osterburg,"Kanalnetz Seehausen, Neubau Schmutzwasserkanal Otto-
Nuschke-Straße
- 908 m Schmutzwasserleitung DN 200
-   92 m Druckleitung 140 * 8,3
-   16 Stück Schächte",2010,2013," 405.336,68"," 405.336,68"
WV Stendal-Osterburg,"Kanalnetz Werben 2009
Kirchplatz
-  20 m Schmutzwasserkanal DN 200 Stz
-    1 Stück Schacht (S 10/15)
Schadewachten
- 129 m Schmutzwasserkanal DN 200 Stz
-     3 Stück Schächte (S 10/14; S 10/13; S 12/1)
- Umverlegung Trinkwasserleitung entspreche",2009,2009," 111.594,29"," 111.594,29"
WV Stendal-Osterburg,"Kanalnetz Werben, Ortsdurchfahrt L 2, 3. BA
Kirchstraße
- 134 m Schmutzwasserkanal DN 200 Stz
- 5 Stück Schächte (S14/3 - S14/1; S13/1, S13/2)
Räbelsche Straße
- 148 m Schmutzwasserkanal DN 200 Stz
- 6 Stück Schächte (S10/06 - S10/09; S15/1, S15/2)-     1 Stck. Druckentspannungsschacht
-     1 Stck. Auslaufbauwerk",2008,2011," 164.047,87"," 164.047,87"
WV Stendal-Osterburg,"Kläranlage Scharpenhufe 550 EW, Kleinkläranlage Krüden
85 EW, Abwasserdruckleitung
Kläranlage Scharpenhufe 550 EW
- 1 Stück Zulaufpufferbecken
- 1 Stück Siebrechen
- 1 Stück belüfteter Sand- und Fettfang
- 1 Stück SBR-Reaktor
- 1 Stück MID- und Prob",2011,2013," 939.664,11"," 939.664,11"
WV Stendal-Osterburg,"Neubau Pumpwerk Schönfeld
-9,9 m Abwasserdruckleitung DN 90
-1 Stück hydraulisches Pumpwerk Schönfeld",2011,2012," 124.195,58"," 124.195,58"
WV Stendal-Osterburg,"Schmutzwassererschließung Goldbeck 2015 - Babener
Straße / Wiesenweg
Haltungen:
Babener Straße: KS12 bis S13 vorh
Wiesenweg - Hauptstrang: KS02A bis KS05
Wiesenweg - Nebenstrang: KS01 bis KS02
-670 m Kanal DN 200
-12 Stck.Schächte- 770 m Abwasserdruckleitung 90 * 5,4",2015,2015," 163.457,22"," 163.457,22"
WV Stendal-Osterburg,"Schmutzwassererschließung Nahrstedt - 2015
-815 m Abwasserdruckleitung 90 * 5,4",2015,2015," 86.249,90"," 86.249,90"
WV Stendal-Osterburg,"Schmutzwassererschließung Nahrstedt und Querstedt
einschl. Überleitung und Pumpwerk
Querstedt
- 640 m Kanal DN 200
- 55 m Kanal DN 150
- 12 Stck Schächte
- 1.302 m ADL 125*7,4
- 1 Stck Pumpwerk
Nahrstedt
- 845 m Kanal DN 200
- 18 Stck Schächt",2011,2013," 1.143.414,37"," 1.143.414,37"
WV Stendal-Osterburg,"Schmutzwasserkanalisation Häsewig
- 325 m Kanal DN 200
- 240 m Druckleitung 90 * 8,2
- 10 Stck. Schächte",2014,2014," 204.020,69"," 204.020,69"
WV Stendal-Osterburg,"Schmutzwasserleitung Uenglingen, 1. BA 2012
- 491 m Schmutzwasserleitung DN 200
-   9 Schächte",2011,2014," 140.664,57"," 140.664,57"
WV Stendal-Osterburg,"Trinkwasserleitung Groß Schwarzlosen - Tangerhütte
- 10.990 m TWL  450x26,7
- davon 7.095 m in offener Bauweise
- davon 3.895 m in geschlossener Bauweise
- 27 m TWL 110x10      Anbindung Wohngebiet ""Buchte""
- 20 m TWL 125x11,4   Anbindung Ortsn",2013,2014," 2.702.336,08"," 2.702.336,08"
WV Stendal-Osterburg,"Trinkwasserleitung Hohenwulsch - Dobberkau
- 3.180 m DA 160 PE 160 x 14,6 / 160 x 9,5",2010,2011," 121.666,67"," 121.666,67"
WV Stendal-Osterburg,"Trinkwasserleitung Kleinau - Heiligenfelde
- 2.882 m DN 150 PE 200 180 x 10,7",2010,2012," 136.666,67"," 136.666,67"
WV Stendal-Osterburg,"Umbau Wasserwerk Groß Schwarzlosen und Erweiterung
des Versorgungsgebietes
1. Teilobjekt: Neubau Trinkwasserleitung Bellingen - Demker
- Weiße Warthe
- 2.163 mPE 100280 x 16,6
- 5.651 mPE 100225 x 13,4
- 353 mPE 100110 x   6,6
-      21",2012,2015," 803.737,19"," 803.737,19"
WV Stendal-Osterburg,"Umbau Wasserwerk Groß Schwarzlosen und Erweiterung
des Versorgungsgebietes vom Hochbehälter Hüselitz
Los 2: Umbau Wasserwerkgebäude
Los 3: Umrüstung Rohrtechnik
Los 4: Umbau Spülwasseranlagen / Außenanlagen
- Umbau Filterhalle
- 4 Stück geschlossenLos 1:  Neubau Nachklärbecken II einschl.
maschinentechnischer Ausrüstung und Umrüstung
vorhandener Anlagenteile
Los 2: Phosphatfällmittelstation",2013,2015," 2.824.447,09"," 2.824.447,09"
WZV Saale - Fuhne - Ziethe,"Ortsnetz Könnern, Schmutz-  und Mischwasserkanäle (Rest)
Saalestraße, Lorenzburg, Gr. Mühlberg, Wietschke,
Finkenweg, Feldberg
Lorenzburg 43039KM06 - 43039KM05
43039KM05 - 43055KM10
43039KM04 - 43010KM03
43039KM03 - 43039KM02 (vorh.)
S",2008,2011," 335.327,05"," 335.327,05"
WZV Saale - Fuhne - Ziethe,"Schmutzwasserkanalisation Könnern, Ortsnetz Mukrena
SW    DN 200             19,20 m
DL     DN   40 697,00 m
DL     DN   50/40  1.228,00 m
DL     DN 100 300,00 m
2 Druckluftspülstationen
1 HPW",2008,2010," 263.365,08"," 263.365,08"
"Wärmetechnik Quedlinburg Klimabau
GmbH",enertec  ́2009 Ort: Leipzig,2009,2009," 804,55"," 804,55"
X-Trade GmbH,"Intelligente Schnittstellen Warenwirtschaftssystem - periphere
Systeme",2008,2009," 27.825,00"," 27.825,00"
Y-SYSTEMS GmbH,Organisationsoptimierung,2010,2011," 4.050,00"," 4.050,00"
Y-SYSTEMS GmbH,Risikomanagement,2010,2011," 6.750,00"," 6.750,00"
young ENERGY GbR,Risikomanagement,2014,2016," 0,00"," 0,00"
Yvonne Kaufholz,Risikomanagement,2010,2010," 5.400,00"," 5.400,00"
ZADCON GmbH,Organisationsoptimierung,2013,2014," 3.600,00"," 3.600,00"
Zahna-Fliesen GmbH,BAU '2009  Ort: München,2009,2009," 5.200,00"," 5.200,00"
Zahna-Fliesen GmbH,BAU  ́2013 Ort: München,2013,2016," 0,00"," 0,00"
Zahna-Fliesen GmbH,Brau Beviale '2010 Ort: Nürnberg,2010,2016," 0,00"," 0,00"
Zahna-Fliesen GmbH,Brau Beviale `2011 Ort: Nürnberg,2011,2012," 2.848,40"," 2.848,40"
Zahna-Fliesen GmbH,Brau Beviale `2012 Ort: Nürnberg,2012,2013," 6.500,00"," 6.500,00"
Zahna-Fliesen GmbH,CERSAIE `2011 Ort: Bologna,2011,2012," 8.751,11"," 8.751,11"
Zahna-Fliesen GmbH,Denkmal `2010 Ort: Leipzig,2010,2016," 0,00"," 0,00"
Zahna-Fliesen GmbH,MosInteriors / Cersanex '2009 Ort: Moskau,2009,2009," 7.700,00"," 7.700,00"
Zahna-Fliesen GmbH,denkmal '2014 Ort: Leipzig,2014,2016," 0,00"," 0,00"
Zahna-Fliesen GmbH,denkmal  ́2012 Ort: Leipzig,2012,2013," 5.202,57"," 5.202,57"
ZEAG Zeitzer Energie-Agentur GmbH,Abluftreinigung,2009,," 0,00",
ZEAG Zeitzer Energie-Agentur GmbH,Milchsäureproduktion,2008,," 0,00",
Zehm Vertrieb und Service GmbH,Energie- und Umweltberatung,2010,2012," 7.200,00"," 7.200,00"
Zeitzer Autohaus GmbH,Risikomanagement,2013,2013," 1.800,00"," 1.800,00"
Zeitzer Autohaus GmbH,Risikomanagement,2013,2015," 3.000,00"," 3.000,00"
ZEKA Elektrobau GmbH,Risikomanagement,2010,2011," 9.000,00"," 9.000,00"
ZEKIWA GmbH,Kind + Jugend '2010 Ort: Köln,2010,2010," 6.500,00"," 6.500,00"
ZEKIWA GmbH,Kind + Jugend '2013 Ort: Köln,2013,2013," 6.500,00"," 6.500,00"
ZEKIWA GmbH,Kind + Jugend '2014 Ort: Köln,2014,2014," 6.500,00"," 6.500,00"
ZEKIWA GmbH,Kind + Jugend `2008                                          Ort: Köln,2008,2009," 5.200,00"," 5.200,00"
ZEKIWA GmbH,Kind + Jugend `2012 Ort: Köln,2012,2012," 6.500,00"," 6.500,00"
ZEKIWA GmbH,Kind + Jugend  ́2009 Ort: Köln,2009,2010," 5.200,00"," 5.200,00"
ZEKIWA GmbH,Spielwarenmesse International Toy Fair  ́2009 Ort: Nürnberg,2009,2016," 0,00"," 0,00"
ZEM Solar GmbH,Intersolar  ́2009 Ort: München,2009,2009," 2.017,15"," 2.017,15"
"Zentrum für Messen und Kalibrieren &
Analytik GmbH",Analytica  ́2010 Ort: München,2010,2010," 517,54"," 517,54"
"Zentrum für Messen und Kalibrieren &
Analytik GmbH",Control  ́2009 Ort: Stuttgart,2009,2009," 3.921,33"," 3.921,33"
"Zentrum für Messen und Kalibrieren &
Analytik GmbH",Control  ́2010 Ort: Stuttgart,2010,2010," 5.618,44"," 5.618,44"
"Zentrum für Messen und Kalibrieren &
Analytik GmbH",Control  ́2011 Ort: Stuttgart,2011,2011," 1.725,69"," 1.725,69"
"Zentrum für Messen und Kalibrieren &
Analytik GmbH",Control  ́2011 Ort: Stuttgart,2011,2011," 1.725,69"," 1.725,69"
"Zentrum für Messen und Kalibrieren &
Analytik GmbH",Control  ́2012 Ort: Stuttgart,2012,2012," 1.635,99"," 1.635,99"
"Zentrum für Messen und Kalibrieren &
Analytik GmbH",Control  ́2012 Ort: Stuttgart,2012,2012," 1.672,01"," 1.672,01"
"Zentrum für Messen und Kalibrieren &
Analytik GmbH",Control  ́2013 Ort: Stuttgart,2013,2013," 3.861,40"," 3.861,40"
"Zentrum für Messen und Kalibrieren &
Analytik GmbH",Control  ́2013 Ort: Stuttgart,2013,2013," 3.897,40"," 3.897,40"
"Zentrum für Messen und Kalibrieren &
Analytik GmbH",Control  ́2014 Ort: Stuttgart,2014,2014," 1.616,37"," 1.616,37"
"Zentrum für Messen und Kalibrieren &
Analytik GmbH",Control  ́2014 Ort: Stuttgart,2014,2014," 1.652,38"," 1.652,38"
"Zentrum für Messen und Kalibrieren &
Analytik GmbH","Die Ermittlung des Temperaturverhaltens von
Referenzmaterialien für die metrologische Rückführung als
Kriterium der Prozessüberwachung",2008,2011," 190.403,00"," 190.403,00"
"Zentrum für Regenerative Energien
(ZERE) SA e.V.",REStabil - Sachsen-Anhalt,2014,," 10.000,00",
Zerbst,Ausbau Klappgasse,2012,2012," 188.785,40"," 188.785,40"
Zerbst,Fortschreibung SEK,2007,2009," 27.000,00"," 27.000,00"
Zerbst,Marktplatz,2008,2012," 1.998.851,70"," 1.998.851,70"
ZESPA Zerspanungs-GmbH Dessau,"Diversifizierung einer Betriebsstätte in zusätzliche neue
Produkte",2008,2012," 121.221,86"," 121.221,86"
ZESPA Zerspanungs-GmbH Dessau,"Diversifizierung einer Betriebsstätte in zusätzliche neue
Produkte",2011,2014," 149.917,51"," 149.917,51"
ZGG - Zeitzer Guss GmbH,Errichtung einer Betriebsstätte,2008,2015," 7.220.500,00"," 7.220.500,00"
"ZHM Zaunhandel und Montage
GmbH",SaaleBau  ́2009 Ort: Halle,2009,2009," 809,50"," 809,50"
ZIDESA-Bauelemente GmbH,"Diversifizierung einer Betriebsstätte in zusätzliche neue
Produkte",2009,," 0,00",
ZIDESA-Bauelemente GmbH,Risikomanagement,2010,2012," 9.000,00"," 9.000,00"
"Ziehl MEWA Rohrgestellbau u.
Beschlägefabrik GmbH u.",Grundlegende Änderung des Gesamtproduktionsverfahrens,2007,2013," 134.900,00"," 134.900,00"
"ZIEHL MEWA Rohrgestellbau und
Beschlägefabrik GmbH",Außenwirtschaft,2009,2010," 13.500,00"," 13.500,00"
"ZIEHL MEWA Rohrgestellbau und
Beschlägefabrik GmbH",MEBEL  ́2009 Ort: Moskau,2009,2016," 0,00"," 0,00"
"ZIEHL MEWA Rohrgestellbau und
Beschlägefabrik GmbH",MEBLE  ́2009 Ort: Posen,2009,2009," 7.502,44"," 7.502,44"
"ZIEHL MEWA Rohrgestellbau und
Beschlägefabrik GmbH",ORGATEC  ́2012 Ort: Köln,2012,2013," 6.500,00"," 6.500,00"
"ZIEHL MEWA Rohrgestellbau und
Beschlägefabrik GmbH",Orgatec `2008                                                Ort: Köln,2008,2009," 5.200,00"," 5.200,00"
"ZIEHL MEWA Rohrgestellbau und
Beschlägefabrik GmbH",Orgatec  ́2010 Ort: Köln,2010,2011," 6.500,00"," 6.500,00"
ZIEHL MEWA Rohrgestellbau und,ZOW  ́2010 Ort: Bad Salzuflen,2010,2010," 6.500,00"," 6.500,00"
"ZIEHL MEWA Rohrgestellbau und
Beschlägefabrik GmbH",interzum `2011 Ort: Köln,2011,2011," 6.500,00"," 6.500,00"
"ZIEHL MEWA Rohrgestellbau und
Beschlägefabrik GmbH",interzum  ́2009 Ort: Köln,2009,2009," 5.200,00"," 5.200,00"
"ZIEHL MEWA Rohrgestellbau und
Beschlägefabrik GmbH",interzum  ́2013 Ort: Köln,2013,2013," 6.500,00"," 6.500,00"
"ZMB Zukunftsorientierte Management
- Beratung GmbH",Energie- und Umweltberatung,2012,2013," 2.100,00"," 2.100,00"
"ZMB Zukunftsorientierte Management
- Beratung GmbH",Organisationsoptimierung,2012,2013," 3.000,00"," 3.000,00"
ZN Betonstahlbearbeitung GmbH,Unternehmensnachfolge,2008,2010," 2.400,00"," 2.400,00"
ZN Betonstahlbearbeitung GmbH,Unternehmensnachfolge,2007,2010," 3.600,00"," 3.600,00"
ZOM Oberflächen-,"Entwicklung einer neuen Endbearbeitungstechnologie zur
Erhöhung der Standzeit von Stragpresswerkzeugen",2012,2015," 187.754,18"," 187.754,18"
ZOM Oberflächen-,"Entwicklung eines Verfahrens und einer Produktionstechnik
zur magnet-abrasiven Bearbeitung von Schneidwerkzeugen",2009,2010," 188.349,00"," 188.349,00"
ZOM Oberflächen-,Erweiterung einer Betriebsstätte,2008,2009," 94.800,00"," 94.800,00"
ZOM Oberflächen-,"INTERNATIONALE HANDWERKSMESSE  ́2010 Ort:
München",2010,2011," 3.064,32"," 3.064,32"
ZOM Oberflächen-,Organisationsoptimierung,2007,2008," 3.600,00"," 3.600,00"
ZOM Oberflächen-,"Wissens- und Technologietransfer zur Entwicklung eines
Verfahrens zur magnet-abrasiven Bearbeitung von
Schneidwerkzeugen (Prototypen)",2009,2010," 62.925,00"," 62.925,00"
ZOM Oberflächen-,mitteldeutsche handwerksmesse  ́2010 Ort: Leipzig,2010,2011," 1.745,24"," 1.745,24"
Zonelight GmbH,EUROBIKE `2008 Ort: Friedrichshafen,2008,2009," 4.406,66"," 4.406,66"
Zonelight GmbH,EUROBIKE  ́2009 Ort: Friedrichshafen,2009,2010," 4.416,99"," 4.416,99"
Zorn Instruments e.K.,Zielland: China,2013,2013," 6.000,00"," 6.000,00"
ZSD Zerspanung Dessau GmbH,"Diversifizierung einer Betriebsstätte in zusätzliche neue
Produkte",2010,2012," 314.890,80"," 314.890,80"
ZUKKER GbR,blickfang Zürich  ́2012 Ort: Zürich,2012,2013," 2.183,46"," 2.183,46"
ZWA Bad Dürrenberg,"Mischwasserkanalbau Ortsnetz Lützen - 13. BA / Ernst-
Thälmann-Straße
Ernst-Thälmann-Straße S2451102309 - S2451311309vorh.
Ernst-Thälmann-Straße S2451102310 - S2451102304
Schmale Gasse S I - Anschluss Haltung
-38 m Freispiegelkanal DN 250 PP
-315 m",2013,2015," 364.631,06"," 364.631,06"
ZWA Bad Dürrenberg,"Ortskanalisation Bad Dürrenberg, Kalteneiser Straße /
Merseburger Straße
Kirchplatz                SW16 - SW13
FriedhofsgasseSW17 - SW15
Kalteneiser StraßeSW13 - SW2
Merseburger Str.22779121000 - 22778171005
- 522 m Freispiegelleitung DN 150, 200",2008,2011," 190.903,66"," 190.903,66"
ZWA Bad Dürrenberg,"Ortskanalisation Deuben / OT Naundorf 2.BA
Zeitzer Straße NFS63.1- NFS63.2
Erich-Weinert-SiedlungNFS30- NFS32
- 1276 m Freigefällekanal DN 150 / 200 STZ bzw. GGG
- 40 Schächte",2008,2010," 377.272,97"," 377.272,97"
ZWA Bad Dürrenberg,"Ortskanalisation Gemeinde Wallendorf 4. BA
Auenweg, An der Bergschänke S2311015104 -
S2311104116
Auenweg S2311104132 - S2311104122
- 621,26 m Freispiegelleitung DN 150/200 STZ
- 20 SchächteSchlossstraße S 2451311309 - S 162 b vorh.;S 2451111101 - S 2451311309;S 2451311313 - S 2451311312 - S 2451311308;S 2451311306 - S 2451311304 vorh.- 236,30 m Freispiegelleitung DN 200, 250, 300, 400Ortskanalisation Lützen 11. BAFriedrich-Engels-Str.S 2451107301 - S 2451111101vorh.LessingstraßeS 2451107303 - S 2451107302",2008,2010," 222.499,33"," 222.499,33"
