Name des Begünstigten,Bezeichnung des Vorhabens,Zusammenfassung des Vorhabens,Datum des Beginns des Vorhabens,Datum des Endes des Vorhabens,Gesamtbetrag der förderfähigen Ausgaben des Vorhabens,Unions-Kofinanzierungssatz pro Prioritätsachse,Durchführungsort des Vorhabens,Landkreis,Land,Bezeichnung der Interventionskategorie für das Vorhaben,Förderrichtlinie,Fördergegenstand
tradu4you gmbh,Resilienz-Training - Das Bambus-Prinzip,Resilienz-Training - Das Bambus-Prinzip,15.12.2015,09.04.2016,"802,9",80,"Chemnitz, Stadt","Chemnitz, Kreisfreie Stadt",D,"Anpassung der Arbeitskräfte, Unternehmen und Unternehmer an den Wandel",Förderung der beruflichen Weiterbildung,"Weiterbildungsscheck, betrieblich"
tradu4you gmbh,Schulung und Trainingsseminar Etikette - Auftreten,Schulung und Trainingsseminar Etikette - Auftreten,27.03.2015,28.09.2015,930,80,"Chemnitz, Stadt","Chemnitz, Kreisfreie Stadt",D,"Anpassung der Arbeitskräfte, Unternehmen und Unternehmer an den Wandel",Förderung der beruflichen Weiterbildung,"Weiterbildungsscheck, betrieblich"
tradu4you gmbh,Systemischer Coach,Systemischer Coach,26.08.2015,05.12.2015,"908,3",80,"Chemnitz, Stadt","Chemnitz, Kreisfreie Stadt",D,"Anpassung der Arbeitskräfte, Unternehmen und Unternehmer an den Wandel",Förderung der beruflichen Weiterbildung,"Weiterbildungsscheck, betrieblich"
tradu4you gmbh,Systemischer Coach,Systemischer Coach,14.08.2015,15.11.2015,"908,3",80,"Chemnitz, Stadt","Chemnitz, Kreisfreie Stadt",D,"Anpassung der Arbeitskräfte, Unternehmen und Unternehmer an den Wandel",Förderung der beruflichen Weiterbildung,"Weiterbildungsscheck, betrieblich"
tradu4you gmbh,Train the Trainer,Train the Trainer,18.02.2016,21.05.2016,"939,3",80,"Chemnitz, Stadt","Chemnitz, Kreisfreie Stadt",D,"Anpassung der Arbeitskräfte, Unternehmen und Unternehmer an den Wandel",Förderung der beruflichen Weiterbildung,"Weiterbildungsscheck, betrieblich"
tradu4you gmbh,Train the Trainer,Train the Trainer,12.01.2015,21.06.2015,"939,3",80,"Chemnitz, Stadt","Chemnitz, Kreisfreie Stadt",D,"Anpassung der Arbeitskräfte, Unternehmen und Unternehmer an den Wandel",Förderung der beruflichen Weiterbildung,"Weiterbildungsscheck, betrieblich"
tradu4you gmbh,Verhandlungstraining für Profis,Verhandlungstraining für Profis,16.02.2016,03.06.2016,"3149,6",80,"Chemnitz, Stadt","Chemnitz, Kreisfreie Stadt",D,"Anpassung der Arbeitskräfte, Unternehmen und Unternehmer an den Wandel",Förderung der beruflichen Weiterbildung,"Weiterbildungsscheck, betrieblich"
Tranquillo GmbH,"Seminar ""Docuframe"" für Anwender","Seminar ""Docuframe"" für Anwender",08.10.2015,21.02.2016,"1934,4",80,"Dresden, Stadt","Dresden, Kreisfreie Stadt",D,"Anpassung der Arbeitskräfte, Unternehmen und Unternehmer an den Wandel",Förderung der beruflichen Weiterbildung,"Weiterbildungsscheck, betrieblich"
Trans Service Logistik GbR,Vermittlung von Ausbildungsinhalten in anderen Unternehmen oder Einrichtungen ergänzend zur eigenen betrieblichen Ausbildung,Vermittlung von Ausbildungsinhalten in anderen Unternehmen oder Einrichtungen ergänzend zur eigenen betrieblichen Ausbildung,01.02.2015,31.08.2015,242,80,"Schwarzenberg/Erzgeb., Stadt",Erzgebirgskreis,D,"Verbesserung der Arbeitsmarktrelevanz der Systeme der allgemeinen und beruflichen Bildung, Erleichterung des Übergangs von der Bildung zur Beschäftigung und Stärkung der Systeme der beruflichen Bildung und Weiterbildung und deren Qualität, unter anderem durch Mechanismen für die Antizipierung des Qualifikationsbedarfs, die Erstellung von Lehrplänen sowie die Einrichtung und Entwicklung beruflicher Bildungssysteme, darunter duale Bildungssysteme und Ausbildungswege",Stärkung der betrieblichen Berufsausbildung,Verbundausbildungen
Transfer GmbH & Co. KG,Individuelle Einstiegsbegleitung,"15 Teilnehmer werden in unterschiedlichen aufeinander aufbauenden Modulen in der ""Individuellen Einstiegsbegleitung"" an den Arbeitsmarkt (wieder) herangeführt. Es erfolgt eine Kombination der Phasen Profiling, Individuelle Qualifizierung (Theorie im Wechsel mit Praktikum), Vermittlung in eine sozialversicherungspflichtige Beschäftigung und Einstiegsbegleitung. Ergänzend wird eine umfassende sozialpädagogische Betreuung und ein individuelles Coaching durchgeführt. Neben der Vermittlung der fachlichen Inhalte ist es auch ein wichtiges Ziel des Projektes, den Teilnehmern nicht nur die notwendigen Handlungskompetenzen zu vermitteln, die sie für die berufliche Alltagspraxis benötigen, sondern ihnen auch den Erwerb wesentlicher überfachlicher Schlüsselqualifikationen im Hinblick auf ihre sozialen und kommunikativen Fähigkeiten zu ermöglichen.",16.04.2015,12.07.2016,"122706,05",80,"Wurzen, Stadt",Leipzig,D,"Aktive Inklusion, nicht zuletzt durch die Förderung der Chancengleichheit und aktiver Beteiligung, und Verbesserung der Beschäftigungsfähigkeit",JobPerspektive Sachsen,Individuelle Einstiegsbegleitung
Trans-Media-AkademieHellerau e.V.,Website-Schmiede 'Schule morgen',"Neue Medien, wie das Internet, Soziale Netzwerke und E-Mails nutzen deutsche Schülerinnen und Schüler in ihrer Freizeit häufig zum Lesen und Verfassen deutsch- und englischsprachiger Texte. Durch elektronische Medien, insbesondere das Internet, entwickeln sich neue Ausdrucks- und Austauschformen einer orts- und zeitungebundenen Kommunikation. Im Unterricht spielen diese Medien dagegen nur eine untergeordnete Rolle. (Vgl. Unterricht und Kompetenzerwerb in Deutsch und Englisch. Ergebnisse der DESI-Studie). Während dem 5-tägigen Schülercamp Website-Schmiede 'Schule morgen' erstellen Schülerinnen und Schüler der 7. bis 12. Klasse eine eigene Internetseite. Damit werden sinnvolle Freizeitbeschäftigungen von Jugendlichen mit einer Stärkung von Kompetenzen, die sie für eine erfolgreiche Bewältigung des Schulalltags und einen gelungenen Berufseinstieg benötigen, verbunden. Zugleich werden durch das praktische Arbeiten mit dem Computersystem und verschiedenen Werkzeugen und Webanwendungen Defizite im kompetenten Umgang mit neuen Medien und bezogen auf Aufmerksamkeit Defizite bei der kollaborativen Bearbeitung von komplexen Aufgabenstellungen unter fachkundiger Betreuung der Dozenten abgebaut und der gesamte Prozess sozialpädagogisch begleitet. Das Camp wird insgesamt vier Mal, einmal in den Winter-, einmal Sommer- und zweimal in den Herbstferien durchgeführt.",29.10.2014,31.12.2015,"24724,23",80,"Dresden, Stadt","Dresden, Kreisfreie Stadt",D,"Verringerung und Verhütung der frühen Beendigung der Schullaufbahn und Förderung des gleichen Zugangs zu einer hochwertigen Früherziehung und einer hochwertigen Grund- und Sekundarbildung, darunter (formale, nichtformale und informelle) Bildungswege, mit denen eine Rückkehr in die allgemeine und berufliche Bildung ermöglicht wird",SMK-ESF-Richtl. 2014-20; Bildungserfolg benachteilgt. Kinder u. Jug.,Abschlussquote von Schülern und Schülercamps
Trans-Service GmbHSchwarzenberg,Führerscheinerwerb der Klasse C/CE (bei Vorbesitz der Klasse B),Führerscheinerwerb der Klasse C/CE (bei Vorbesitz der Klasse B),22.04.2015,30.12.2015,"3537,75",80,"Schwarzenberg/Erzgeb., Stadt",Erzgebirgskreis,D,"Anpassung der Arbeitskräfte, Unternehmen und Unternehmer an den Wandel",Förderung der beruflichen Weiterbildung,"Weiterbildungsscheck, betrieblich"
Trans4mation IT GmbH,Deploying and Managing Windows 10 using Enterprise Services - MOC 20697-2 Windows PowerShell für Administratoren - MOC 10961 Deploying System Center 2012 R2 Configuration Manager - MOC 10748,Deploying and Managing Windows 10 using Enterprise Services - MOC 20697-2 Windows PowerShell für Administratoren - MOC 10961 Deploying System Center 2012 R2 Configuration Manager - MOC 10748,29.01.2016,30.10.2016,"10964,7",80,"Dresden, Stadt","Dresden, Kreisfreie Stadt",D,"Anpassung der Arbeitskräfte, Unternehmen und Unternehmer an den Wandel",Förderung der beruflichen Weiterbildung,"Weiterbildungsscheck, betrieblich"
Trans4mation IT GmbH,MOC 20461 und PHP für Fortgeschrittene,MOC 20461 und PHP für Fortgeschrittene,04.03.2015,30.11.2015,"1447,7",80,"Dresden, Stadt","Dresden, Kreisfreie Stadt",D,"Anpassung der Arbeitskräfte, Unternehmen und Unternehmer an den Wandel",Förderung der beruflichen Weiterbildung,"Weiterbildungsscheck, betrieblich"
Trans4mation IT GmbH,"Prince2 Practitioner in practice (Teilnehmer: Axel Friedrich) Veeam Certified Engineer/VMCE (Teilnehmer: Stephan Abraham) MOC 50412 (Teilnehmer: Stefan Wetzig) MOC 20337 (Teilnehmer: Sebastian Hähnel) MOC 20533 (Teilnehmer: Denny Rudolf) MOC 20346 (Teilnehmer: Christian Lämmel) MOC 20465 (Teilnehmer: Michael Fritzsch) MOC 20331 (Teilnehmer: Martin Kaden) VMware vSphere 6 (Teilnehmer: Thomas Nierychlo) Intensivwoche Führung (Teilnehmer: Monika Langwald, Stefan Ohde, Tobias Gäbler, Alexander Münch, Thomas Nierychlo, Marco Haufe)","Prince2 Practitioner in practice (Teilnehmer: Axel Friedrich) Veeam Certified Engineer/VMCE (Teilnehmer: Stephan Abraham) MOC 50412 (Teilnehmer: Stefan Wetzig) MOC 20337 (Teilnehmer: Sebastian Hähnel) MOC 20533 (Teilnehmer: Denny Rudolf) MOC 20346 (Teilnehmer: Christian Lämmel) MOC 20465 (Teilnehmer: Michael Fritzsch) MOC 20331 (Teilnehmer: Martin Kaden) VMware vSphere 6 (Teilnehmer: Thomas Nierychlo) Intensivwoche Führung (Teilnehmer: Monika Langwald, Stefan Ohde, Tobias Gäbler, Alexander Münch, Thomas Nierychlo, Marco Haufe)",07.07.2015,30.04.2016,"15498,75",80,"Dresden, Stadt","Dresden, Kreisfreie Stadt",D,"Anpassung der Arbeitskräfte, Unternehmen und Unternehmer an den Wandel",Förderung der beruflichen Weiterbildung,"Weiterbildungsscheck, betrieblich"
Trans4mation IT GmbH,"Projektmanagement IT: ITIL Foundation, PRINCE2 Foundation & Practitioner Zertifizierung, ISO/IEC 20000 IT Service Manager Bridge (Professional Level)","Projektmanagement IT: ITIL Foundation, PRINCE2 Foundation & Practitioner Zertifizierung, ISO/IEC 20000 IT Service Manager Bridge (Professional Level)",01.03.2016,30.10.2016,"6653,84",80,"Dresden, Stadt","Dresden, Kreisfreie Stadt",D,"Anpassung der Arbeitskräfte, Unternehmen und Unternehmer an den Wandel",Förderung der beruflichen Weiterbildung,"Weiterbildungsscheck, betrieblich"
Trans4mation IT GmbH,Projektmanagement und Consulting (ITIL MALC; ITIL Modul OSA; ITIL Modul RCV; ITIL Foundation; mgt. Improvement of ITSM ISO 20000; CPSA Architecture; GPM Level D),Projektmanagement und Consulting (ITIL MALC; ITIL Modul OSA; ITIL Modul RCV; ITIL Foundation; mgt. Improvement of ITSM ISO 20000; CPSA Architecture; GPM Level D),26.02.2015,19.11.2015,"5718,25",80,"Dresden, Stadt","Dresden, Kreisfreie Stadt",D,"Anpassung der Arbeitskräfte, Unternehmen und Unternehmer an den Wandel",Förderung der beruflichen Weiterbildung,"Weiterbildungsscheck, betrieblich"
Trans4mation IT GmbH,"Softwaremanagement - Citrix XenApp 6.5, Citrix XenApp/XenDesktop 7.5 Fast Track, MOC 20411, MOC 20409","Softwaremanagement - Citrix XenApp 6.5, Citrix XenApp/XenDesktop 7.5 Fast Track, MOC 20411, MOC 20409",22.01.2015,13.12.2015,"13737,95",80,"Dresden, Stadt","Dresden, Kreisfreie Stadt",D,"Anpassung der Arbeitskräfte, Unternehmen und Unternehmer an den Wandel",Förderung der beruflichen Weiterbildung,"Weiterbildungsscheck, betrieblich"
Trans4mation IT GmbH,"Softwaremanagement - PowerShell, SCCM und Windows 8.1 (MOC 10748 Deploying System Center 2012, MOC 10961 Automating Administration with Windows PowerShell, MOC 10747 Administering System Center 2012 R2 Configuration Manager, MOC 20687 Installation, Konfiguration und Troubleshooting von Windows 8.1","Softwaremanagement - PowerShell, SCCM und Windows 8.1 (MOC 10748 Deploying System Center 2012, MOC 10961 Automating Administration with Windows PowerShell, MOC 10747 Administering System Center 2012 R2 Configuration Manager, MOC 20687 Installation, Konfiguration und Troubleshooting von Windows 8.1",09.01.2015,30.08.2015,"15812,48",80,"Dresden, Stadt","Dresden, Kreisfreie Stadt",D,"Anpassung der Arbeitskräfte, Unternehmen und Unternehmer an den Wandel",Förderung der beruflichen Weiterbildung,"Weiterbildungsscheck, betrieblich"
Trans4mation IT GmbH,"SWE: MOC 20485, MOC 20489, ISTQB Certified Tester Fondation Level, SCRUM für Agiles Projektmanagement, OSTQB Certified Tester Advanced Level - Test Analyst, ISAQB - Certified Professional for Software Architecture (CPSA) Foundation","SWE: MOC 20485, MOC 20489, ISTQB Certified Tester Fondation Level, SCRUM für Agiles Projektmanagement, OSTQB Certified Tester Advanced Level - Test Analyst, ISAQB - Certified Professional for Software Architecture (CPSA) Foundation",18.02.2016,30.10.2016,"10056,4",80,"Dresden, Stadt","Dresden, Kreisfreie Stadt",D,"Anpassung der Arbeitskräfte, Unternehmen und Unternehmer an den Wandel",Förderung der beruflichen Weiterbildung,"Weiterbildungsscheck, betrieblich"
Trans4mation IT GmbH,"SWM 2_2016: MOC 20697-1, MOC 20696, MOC 20532, MOC 20412, MOC 20695, CXD 203, CXD 400","SWM 2_2016: MOC 20697-1, MOC 20696, MOC 20532, MOC 20412, MOC 20695, CXD 203, CXD 400",01.03.2016,30.10.2016,"12091,85",80,"Dresden, Stadt","Dresden, Kreisfreie Stadt",D,"Anpassung der Arbeitskräfte, Unternehmen und Unternehmer an den Wandel",Förderung der beruflichen Weiterbildung,"Weiterbildungsscheck, betrieblich"
Trans4mation IT GmbH,"Technische Weiterentwicklung - MOC 20412, MOC 20483, MOC 20484, MOC 20486 und MOC 20488","Technische Weiterentwicklung - MOC 20412, MOC 20483, MOC 20484, MOC 20486 und MOC 20488",04.02.2015,30.09.2015,"13407,5",80,"Dresden, Stadt","Dresden, Kreisfreie Stadt",D,"Anpassung der Arbeitskräfte, Unternehmen und Unternehmer an den Wandel",Förderung der beruflichen Weiterbildung,"Weiterbildungsscheck, betrieblich"
TRC Treurat GmbHWirtschaftsprüfungsgesell.Steuerberatungsgesellschaft,Fachassistent/in Lohn und Gehalt,Fachassistent/in Lohn und Gehalt,26.01.2015,30.05.2016,1116,80,"Chemnitz, Stadt","Chemnitz, Kreisfreie Stadt",D,"Anpassung der Arbeitskräfte, Unternehmen und Unternehmer an den Wandel",Förderung der beruflichen Weiterbildung,"Weiterbildungsscheck, betrieblich"
Triple Helix DIALOGLena Herlitzius & Carlo Diedrichs GbR,Usability Consultant,Usability Consultant,04.06.2015,21.07.2016,"4953,8",80,"Dresden, Stadt","Dresden, Kreisfreie Stadt",D,"Anpassung der Arbeitskräfte, Unternehmen und Unternehmer an den Wandel",Förderung der beruflichen Weiterbildung,"Weiterbildungsscheck, betrieblich"
Tröpgen Bau GmbH,Rechtliche Grundlagen im Baustellenbetrieb,Rechtliche Grundlagen im Baustellenbetrieb,14.12.2015,26.03.2016,600,80,Trossin,Nordsachsen,D,"Anpassung der Arbeitskräfte, Unternehmen und Unternehmer an den Wandel",Förderung der beruflichen Weiterbildung,"Weiterbildungsscheck, betrieblich"
Tröpgen Bau GmbH,Seminar - Beton nach Überwachungsklassen 2 und 3,Seminar - Beton nach Überwachungsklassen 2 und 3,02.11.2015,07.02.2016,1215,80,Trossin,Nordsachsen,D,"Anpassung der Arbeitskräfte, Unternehmen und Unternehmer an den Wandel",Förderung der beruflichen Weiterbildung,"Weiterbildungsscheck, betrieblich"
Tröpgen Bau GmbH,Seminar Mitarbeiterführung,Seminar Mitarbeiterführung,14.12.2015,11.04.2016,975,80,Trossin,Nordsachsen,D,"Anpassung der Arbeitskräfte, Unternehmen und Unternehmer an den Wandel",Förderung der beruflichen Weiterbildung,"Weiterbildungsscheck, betrieblich"
Tröpgen Bau GmbH,Zertifizierter Bauleiter,Zertifizierter Bauleiter,02.11.2015,13.05.2016,3900,80,Trossin,Nordsachsen,D,"Anpassung der Arbeitskräfte, Unternehmen und Unternehmer an den Wandel",Förderung der beruflichen Weiterbildung,"Weiterbildungsscheck, betrieblich"
Trumm ImmobilienGmbH & Co.KG,Geprüfte/r Immobilienmakler/-in mit IHK- und EIA-Prüfung,Geprüfte/r Immobilienmakler/-in mit IHK- und EIA-Prüfung,30.09.2015,23.05.2016,1430,80,"Leipzig, Stadt","Leipzig, Kreisfreie Stadt",D,"Anpassung der Arbeitskräfte, Unternehmen und Unternehmer an den Wandel",Förderung der beruflichen Weiterbildung,"Weiterbildungsscheck, betrieblich"
TRUMPF Sachsen GmbH,Vermittlung von Ausbildungsinhalten in anderen Unternehmen oder Einrichtungen ergänzend zur eigenen betrieblichen Ausbildung,Vermittlung von Ausbildungsinhalten in anderen Unternehmen oder Einrichtungen ergänzend zur eigenen betrieblichen Ausbildung,10.08.2015,31.08.2016,16346,80,Neukirch/Lausitz,Bautzen,D,"Verbesserung der Arbeitsmarktrelevanz der Systeme der allgemeinen und beruflichen Bildung, Erleichterung des Übergangs von der Bildung zur Beschäftigung und Stärkung der Systeme der beruflichen Bildung und Weiterbildung und deren Qualität, unter anderem durch Mechanismen für die Antizipierung des Qualifikationsbedarfs, die Erstellung von Lehrplänen sowie die Einrichtung und Entwicklung beruflicher Bildungssysteme, darunter duale Bildungssysteme und Ausbildungswege",Stärkung der betrieblichen Berufsausbildung,Verbundausbildungen
TRUMPF Sachsen GmbH,Vermittlung von Ausbildungsinhalten in anderen Unternehmen oder Einrichtungen ergänzend zur eigenen betrieblichen Ausbildung,Vermittlung von Ausbildungsinhalten in anderen Unternehmen oder Einrichtungen ergänzend zur eigenen betrieblichen Ausbildung,01.02.2015,31.07.2015,5632,80,Neukirch/Lausitz,Bautzen,D,"Verbesserung der Arbeitsmarktrelevanz der Systeme der allgemeinen und beruflichen Bildung, Erleichterung des Übergangs von der Bildung zur Beschäftigung und Stärkung der Systeme der beruflichen Bildung und Weiterbildung und deren Qualität, unter anderem durch Mechanismen für die Antizipierung des Qualifikationsbedarfs, die Erstellung von Lehrplänen sowie die Einrichtung und Entwicklung beruflicher Bildungssysteme, darunter duale Bildungssysteme und Ausbildungswege",Stärkung der betrieblichen Berufsausbildung,Verbundausbildungen
TSO Thalheim SpezialoptikGmbH,Elektrotechnisch unterwiesene Person,Elektrotechnisch unterwiesene Person,15.07.2015,24.11.2015,"1160,64",80,"Pulsnitz, Stadt",Bautzen,D,"Anpassung der Arbeitskräfte, Unternehmen und Unternehmer an den Wandel",Förderung der beruflichen Weiterbildung,"Weiterbildungsscheck, betrieblich"
TU Bergakademie Freiberg,Defekt-Engineering in Wide-Bandgap-Halbleitermaterialien für Anwendungen in der Opto- und Leistungselektronik,"Die Nachwuchsgruppe verfolgt das Ziel, eine Verbesserung der Verfügbarkeit sowie eine erhöhte Funktionalität von GaN und verwandter Wide-Bandgap-Halbleitermaterialien, wie z. B. Aluminiumnitrid (AlN), zu erreichen. Dabei deckt sie die gesamte Innovationskette von der Entwicklung alternativer Züchtungsmethoden über die Charakterisierung der Materalien bis hin zur Methodenentwicklung für ein schnelles Qualitätsmonitoring von Halbleitermaterialien und -bauelementen in einem industriellen Umfeld ab. Mit der Arbeit in dieser Nachwuchsforschergruppe werden zum einen wichtige Spezialisten für die sächsische Industrie und Forschungslandschaft ausgebildet. Zum anderen werden die Nachwuchsforscher durch die interdisziplinäre Ausrichtung der Gruppe zur gemeinsamen Zusammenarbeit befähigt, wodurch sich deren Chancen auf dem Arbeitsmarkt erhöhen.",19.06.2015,30.11.2018,"1457306,32",80,"Freiberg, Stadt, Universitätsstadt",Mittelsachsen,D,"Verbesserung der Qualität und Effizienz von, und des Zugangs zu, Hochschulen und gleichwertigen Einrichtungen zwecks Steigerung der Zahl der Studierenden und der Abschlussquoten, insbesondere für benachteiligte Gruppen",Bildungspotenziale von Promovierenden und Nachwuchswissenschaftlern,Nachwuchsforschergruppen
