Projektas,Kodas,Pareiškėjas/ Vykdytojas,Paraiškos būsena,Projekto vertė paraiškoje,Prašomas finansavimas,Projekto išlaidų suma,Finansavimas,Išmokėta finansavimo suma,Sutarties pasirašymo data
"UAB ""BS Chemical""  verslo  konkurencingumo  skatinimas  dalyvaujant  tarptautinėse  parodose",03.2.1-LVPA-K-801-02-0272,"UAB ""BS Chemical""",Paraiškos vertinimas,64959,32479.5,0,0,0,
"UAB ""Lavango Group"" eksporto rinkų plėtra",03.2.1-LVPA-K-801-02-0268,"UAB ""Lavango Group""",Nesudaryta sutartis,53235,26617,0,0,0,
"UAB ""Medilita"" tarptautinio konkurencingumo išlaikymas ir stiprinimas didinant produkcijos žinomumą užsienio rinkose",03.2.1-LVPA-K-801-02-0323,UAB Medilita,Paraiškos vertinimas,63882,31941,0,0,0,
UAB Stikloporas eksporto vystymo projektas,03.2.1-LVPA-K-801-02-0287,UAB Stikloporas,Nesudaryta sutartis,90000,45000,0,0,0,
"""Integralios pagalbos teikimas Jonavos rajone""",08.4.1-ESFA-V-418-04-0039,Jonavos rajono socialinių paslaugų centras,Įgyvendinimas,195000,195000,195000,195000,0,2016-09-22
Tekstilės gaminių eksporto vystymas,03.2.1-LVPA-K-801-02-0307,"UAB ""Tessuti Naturali""",Paraiškos vertinimas,86612,43306,0,0,0,
"UAB""Padvaiskas ir Ko"" užsienio rinkų plėtra",03.2.1-LVPA-K-801-02-0270,"UAB ""Padvaiskas ir Ko""",Paraiškos vertinimas,22012,11006,0,0,0,
"UAB ""Autoverslo logistika"" eksporto plėtra, dalyvaujant tarptautinėse parodose",03.2.1-LVPA-K-801-02-0261,"UAB ""Autoverslo logistika""",Paraiškos vertinimas,88042,44021,0,0,0,
"UAB ""Elinvision""eksporto rinkų plėtra",03.2.1-LVPA-K-801-02-0296,"UAB ""ELINVISION""",Paraiškos vertinimas,66036,33018,0,0,0,
"UAB ,,TLSC"" pardavimų skatinimas užsienio rinkose",03.2.1-LVPA-K-801-02-0331,"UAB ,,TLSC""",Paraiškos vertinimas,88401,44200.5,0,0,0,
"„UAB ""Garant Safety"" naujos galimybės LT“ ",03.2.1-LVPA-K-801-02-0291,"UAB ""Garant Safety""",Paraiškos vertinimas,85535,42767.5,0,0,0,
"UAB ""Gangas"" eksporto plėtra, dalyvaujant užsienio parodose",03.2.1-LVPA-K-801-02-0316,"UAB ""Gangas""",Paraiškos vertinimas,86253,43126,0,0,0,
"UAB  Varėnos  pienelis  produktyvumo didinimas, dalyvaujant  tarptautinėse  parodose",03.2.1-LVPA-K-801-02-0277,UAB  Varėnos  pienelis,Paraiškos vertinimas,77748,38874,0,0,0,
"AB Mašinų gamykla ""Astra"" eksporto plėtra, dalyvaujant užsienio parodose",03.2.1-LVPA-K-801-02-0310,"Akcinė bendrovė Mašinų gamykla ""Astra""",Paraiškos vertinimas,64959,32479.5,0,0,0,
"UAB ""Inkliuzija"" eksporto plėtra ir skatinimas užsienio rinkose",03.2.1-LVPA-K-801-02-0263,"Uždaroji akcinė bendrovė ""Inkliuzija""",Paraiškos vertinimas,77448,38724,0,0,0,
UAB PANEVĖŽIO LIRONTA EKSPORTO PLĖTIMAS IR DIDINIMAS  UŽSIENIO RINKOSE,03.2.1-LVPA-K-801-02-0334,"UAB ""Panevėžio Lironta""",Paraiškos vertinimas,90000,45000,0,0,0,
Integrali pagalba į namus Zarasų rajone,08.4.1-ESFA-V-418-04-0037,Zarasų rajono socialinių paslaugų centras,Įgyvendinimas,156000,156000,156000,156000,0,2016-10-05
UAB „LUXE POOLS“ NAUJŲ PARTNERIŲ PAIEŠKA UŽSIENIO RINKOSE,03.2.1-LVPA-K-801-02-0274,"UAB ""Luxe pools""",Paraiškos vertinimas,87677,43838.5,0,0,0,
"UAB ""ATS Logistics"" eksporto plėtra, dalyvaujant tarptautinėse parodose",03.2.1-LVPA-K-801-02-0313,"UAB ""ATS Logistics""",Paraiškos vertinimas,86965,43482.5,0,0,0,
"UAB ,,Deglas'' paslaugų pristatymas tarptautinėse parodose",03.2.1-LVPA-K-801-02-0340,UAB Deglas,Paraiškos vertinimas,86606,43303,0,0,0,
UAB “Baltijos polistirenas” konkurencingumo didinimas užsienio rinkose,03.2.1-LVPA-K-801-02-0374,"UAB ""Baltijos polistirenas""",Paraiškos vertinimas,48800,24400,0,0,0,
"UAB ""GRANDE STILE""eksporto plėtra",03.2.1-LVPA-K-801-02-0356,"UAB ""GRANDE STILE""",Paraiškos vertinimas,89466,44733,0,0,0,
"E.Galkauskienės įmonė ""Eustilija"" eksporto plėtros skatinimas",03.2.1-LVPA-K-801-02-0360,"E.Galkauskienės įmonė ""Eustilija""",Paraiškos vertinimas,86612,43306,0,0,0,
"UAB ""LAUKSVA"" eksporto plėtra ir konkurencingumo didinimas",03.2.1-LVPA-K-801-02-0343,"UAB ""LAUKSVA""",Paraiškos vertinimas,31941,15970.5,0,0,0,
Naujų rinkų eksportui paieška ir eksporto didinimas,03.2.1-LVPA-K-801-02-0371,AB Gubernija,Paraiškos vertinimas,66030,33015,0,0,0,
"Tarptautinių transporto koridorių valdymo technologijų optimizavimas įmonėje ""Gollner Spedition""",01.2.1-LVPA-K-823-02-0004,"Uždaroji akcinė bendrovė ""GOLLNER SPEDITION""",Paraiškos vertinimas,739628.75,294333.92,0,0,0,
Hibridinio elektronikos spausdinimo tyrimų ir taikymų centro įkūrimas (BeTab),01.2.1-LVPA-K-823-02-0006,"UAB ""Fredus""",Paraiškos vertinimas,12964846.12,6805667.03,0,0,0,
"UAB ""Progresyvi statyba"" eksporto rinkų plėtra",03.2.1-LVPA-K-801-02-0346,"UAB ""Progresyvi statyba""",Paraiškos vertinimas,53953,26976.5,0,0,0,
Lietuviškų farmacinių preparatų ir maisto papildų eksporto plėtra,03.2.1-LVPA-K-801-02-0349,"Uždaroji akcinė bendrovė ""Aconitum""",Paraiškos vertinimas,90000,45000,0,0,0,
"UAB ""Lithuanian tours"" ir jos paslaugų pristatymas tarptautinėse parodose užsienyje",03.2.1-LVPA-K-801-02-0366,"UAB ""Lithuanian tours""",Paraiškos vertinimas,88036,44018,0,0,0,
Hibridinio elektronikos spausdinimo tyrimų ir taikymų centro įkūrimas (BeTab),01.2.1-LVPA-K-823-01-0018,"UAB ""Fredus""",Nesudaryta sutartis,12964846.12,6805667.03,0,0,0,
UAB Apastata eksporto didinimas dalyvaujant užsienyje vykstančiose tarptautinėse parodose,03.2.1-LVPA-K-801-02-0368,UAB Apastata,Paraiškos vertinimas,64600,32300,0,0,0,
"UAB ,,Akustinės biotechnologijos"" produkcijos pristatymas tarptautinėse parodose",03.2.1-LVPA-K-801-02-0354,UAB AKUSTINĖS BIOTECHNOLOGIJOS,Paraiškos vertinimas,54306,27153,0,0,0,
"Įmonės UAB ""Sakalius"" produkcijos eksporto plėtra",03.2.1-LVPA-K-801-02-0370,"UAB ""Sakalius""",Paraiškos vertinimas,87330,43665,0,0,0,
Kokybiškos integralios pagalbos sukūrimas ir teikimas Rietavo savivaldybėje,08.4.1-ESFA-V-418-04-0040,Rietavo socialinių paslaugų centras,Įgyvendinimas,156000,156000,156000,156000,0,2016-10-05
UAB Capital Realty franšizės ekporto didinimas ,03.2.1-LVPA-K-801-02-0357,UAB Capital Realty ,Paraiškos vertinimas,44018,22009,0,0,0,
"AB ""Actas"" produkcijos eksporto didinimas",03.2.1-LVPA-K-801-02-0344,"Akcinė bendrovė ""Actas""",Paraiškos vertinimas,54312,27156,0,0,0,
"UAB ""Žaliuzių pasaulis"" eksporto apimčių didinimas",03.2.1-LVPA-K-801-02-0372,UAB „Žaliuzių pasaulis“,Paraiškos vertinimas,86253,43126.5,0,0,0,
"UAB ""Tagata"" eksporto veiklos pradžia, pristatant įmonės paslaugas tarptautinėse parodose",03.2.1-LVPA-K-801-02-0375,UAB „Tagata“,Nesudaryta sutartis,66024,33012,0,0,0,
"UAB ""Dizrega"" ir jos paslaugų pristatymas tarptautinėse parodose užsienyje",03.2.1-LVPA-K-801-02-0362,"UAB ""Dizrega""",Paraiškos vertinimas,88042,44021,0,0,0,
"""Naujos kartos dantų implantų pusgaminių gamybos proceso modernizavimas ir plėtra, diegiant didelio poveikio technologijas""",03.3.1-LVPA-K-841-01-0020,"""TRATE"", UAB",Paraiškos vertinimas,2052870,877286,0,0,0,
"UAB ,,Tipro'' paslaugų pristatymas tarptautinėse parodose",03.2.1-LVPA-K-801-02-0341,UAB Tipro,Paraiškos vertinimas,75606,37803,0,0,0,
MTEP infrastruktūros įdiegimas inovatyvioms botaninių žaliavų biorafinavimo technologijoms ir funkcionaliesiems ingredientams iš jų kurti ir įdiegti,01.2.1-LVPA-K-823-02-0005,UAB ENDOBIOTECH,Paraiškos vertinimas,3659997.85,1717273.85,0,0,0,
"UAB ""KAZLIŠKĖS"" dalyvavimas tarptautinėse baldų ir dizaino parodose 2017 - 2018 m.",03.2.1-LVPA-K-801-02-0350,"UAB ""KAZLIŠKĖS""",Nesudaryta sutartis,53953,26976.5,0,0,0,
"UAB ""Ignetas"" inovacijų plėtra",03.3.1-LVPA-K-841-01-0021,"UAB ""IGNETAS""",Nesudaryta sutartis,402000,156780,0,0,0,
Įmonės eksporto skatinimas dalyvaujant tarptautinėse parodose,03.2.1-LVPA-K-801-02-0352,Grandma Enterprise,Paraiškos vertinimas,66742,33371,0,0,0,
„UAB „Kibiras“ naujų užsienio rinkų paieška ir esamų rinkų plėtra“,03.2.1-LVPA-K-801-02-0364,"UAB ""KIBIRAS""",Paraiškos vertinimas,85894,42947,0,0,0,
Įmonės UAB Leovira eksporto apimčių skatinimas dalyvaujant užsienyje vykstančiose tarptautinėse parodose,03.2.1-LVPA-K-801-02-0347,UAB Leovira,Paraiškos vertinimas,63882,31941,0,0,0,
"UAB ""Penta Electronics"" gamybos modernizavimas, diegiant didelio poveikio technologijas",03.3.1-LVPA-K-841-01-0023,Penta Electronics UAB,Nesudaryta sutartis,245145,110315,0,0,0,
ŽEMĖS ŪKIO TECHNIKOS EKSPORTO PLĖTRA,03.2.1-LVPA-K-801-02-0358,"UAB ""Laumetris""",Paraiškos vertinimas,90000,45000,0,0,0,
UAB Alantas eksporto plėtra,03.2.1-LVPA-K-801-02-0369,Uždaroji akcinė bendrovė Alantas,Paraiškos vertinimas,32300,16150,0,0,0,
"UAB ""Avastata"" eksporto plėtra",03.2.1-LVPA-K-801-02-0339,"UAB ""Avastata""",Paraiškos vertinimas,53235,26617,0,0,0,
"UAB „Kalba.lt“ pasirengimas eksporto veiklų vykdymui, dalyvaujant tarptautinėse parodose“",03.2.1-LVPA-K-801-02-0373,UAB „Kalba.Lt“,Paraiškos vertinimas,85535,42767.5,0,0,0,
"UAB ""Lazertechas"" eksporto rinkų plėtra",03.2.1-LVPA-K-801-02-0355,"UAB ""Lazertechas""",Paraiškos vertinimas,15000,5503,0,0,0,
UAB SKORGENES EKSPORTO DIDINIMAS PRIORITETINĖSE EKSPORTO RINKOSE,03.2.1-LVPA-K-801-02-0359,"UAB ""Skorgenes",Paraiškos vertinimas,64241,32120.5,0,0,0,
Juvelyrinių dirbinių eksporto plėtra,03.2.1-LVPA-K-801-02-0348,UAB Silver Dream,Paraiškos vertinimas,66742,33371,0,0,0,
"AB ""HIGĖJA“ TIKSLINĖ EKSPORTO PLĖTRA ",03.2.1-LVPA-K-801-02-0342,"AB ""HIGĖJA""",Paraiškos vertinimas,64959,32479,0,0,0,
"VšĮ ""Consensus Europae"" eksporto plėtra",03.2.1-LVPA-K-801-02-0361,"VšĮ ""Consensus Europae""",Nesudaryta sutartis,70000,35000,0,0,0,
"UAB ""Medelcom International"" eksporto rinkų plėtra",03.2.1-LVPA-K-801-02-0345,UAB MEDELCOM INTERNATIONAL,Paraiškos vertinimas,44377,22188.5,0,0,0,
"IĮ ""TG technika"" tarptautinio konkurencingumo išlaikymas ir stiprinimas didinant produkcijos žinomumą užsienio rinkose",03.2.1-LVPA-K-801-02-0363,"IĮ ""TG Technika""",Paraiškos vertinimas,88748,44374,0,0,0,
"UAB ""Impegno"" ir jos paslaugų pristatymas tarptautinėse parodose užsienyje",03.2.1-LVPA-K-801-02-0365,"UAB ""Impegno""",Nesudaryta sutartis,85176,42588,0,0,0,
"UAB ""Unipuras"" DPT diegimas ",03.3.1-LVPA-K-841-01-0022,"UAB ""Unipuras""",Nesudaryta sutartis,620000,279000,0,0,0,
NAUJŲ KLIENTŲ PAIEŠKA DALYVAUJANT TARPTAUTINĖSE PARODOSE ,03.2.1-LVPA-K-801-02-0351,"UAB ""Softlines""",Paraiškos vertinimas,90000,45000,0,0,0,
"UAB ""BENCO Baltic Engineering Company"" naujų užsienio rinkų paieška ir esamų rinkų plėtra ",03.2.1-LVPA-K-801-02-0367,"UAB ""BENCO Baltic Engineering Company""",Paraiškos vertinimas,85535,42767.5,0,0,0,
UAB „PILSENA“ EKSPORTO PLĖTRA TIKSLINĖSE UŽSIENIO RINKOSE,03.2.1-LVPA-K-801-02-0353,"UAB ""Pilsena""",Paraiškos vertinimas,88042,44021,0,0,0,
"UAB ""SORETTO furniture EU"" dalyvavimas tarptautinėse baldų ir dizaino parodose 2017-2018 m.",03.2.1-LVPA-K-801-02-0396,UAB SORETTO furniture EU,Paraiškos vertinimas,87324,43662,0,0,0,
Atrask Lietuvą: investijų ir verslo galimybės,03.2.1-LVPA-K-801-02-0390,"UAB ""Baltic Escape""",Nesudaryta sutartis,22012,11006,0,0,0,
UAB „Grand Partners“ naujos galimybės LT,03.2.1-LVPA-K-801-02-0393,"""Grand Partners"" UAB",Paraiškos vertinimas,85894,42947,0,0,0,
UAB „Grafų baldai“ naujų užsienio rinkų paieška ir esamų rinkų plėtra (bendrovės produkcijos pristatymas užsienyje vykstančiose tarptautinėse parodose,03.2.1-LVPA-K-801-02-0382,"UAB ""Grafų baldai""",Paraiškos vertinimas,65318,32659,0,0,0,
"UAB ""Eumina"" MTEPI infrastruktūros plėtra",01.2.1-LVPA-K-823-02-0007,"UAB ""Eumina""",Paraiškos vertinimas,3484900,2613673,0,0,0,
"UAB ""Ustukių malūnas"" produkcijos reprezentacija užsienyje vykstančiose parodose",03.2.1-LVPA-K-801-02-0402,"UAB ""USTUKIŲ MALŪNAS""",Paraiškos vertinimas,43306,21653,0,0,0,
UAB EURA eksporto rinkų plėtra,03.2.1-LVPA-K-801-02-0379,"Uždaroji akcinė bendrovė ""Eura""",Paraiškos vertinimas,85894,42947,0,0,0,
"UAB ""Joldija"" eksporto plėtra dalyvaujant tarptautinėse parodose",03.2.1-LVPA-K-801-02-0399,UAB JOLDIJA,Paraiškos vertinimas,86612,43306,0,0,0,
"UAB ,,TANKOS"" eksporto plėtra dalyvaujant tarptautinėse parodose",03.2.1-LVPA-K-801-02-0388,"UAB ,,TANKOS""",Paraiškos vertinimas,86612,43306,0,0,0,
"UAB ""Krizių Tyrimo Centras"" konkurencingumo ir eksportuojamos produkcijos apimčių didinimas, dalyvaujant tarptautinėse parodose",03.2.1-LVPA-K-801-02-0406,"UAB ""Krizių Tyrimo Centras""",Paraiškos vertinimas,92673,45000,0,0,0,
"UAB ""Klingai"" eksporto rinkų plėtra",03.2.1-LVPA-K-801-02-0385,UAB „KLINGAI“,Paraiškos vertinimas,85176,42588,0,0,0,
"UAB ""AGROSERVIS"" dalyvavimas gyvulininkystės, gyvulininkystės produktų ir įrenginių parodose 2016-2017 m.",03.2.1-LVPA-K-801-02-0391,UAB AGROSERVIS,Nesudaryta sutartis,75247,37623.5,0,0,0,
"UAB ""Rggled"" eksporto skatinimas dalyvaujant tarptautinėse parodose",03.2.1-LVPA-K-801-02-0394,"UAB ""RGGLED""",Paraiškos vertinimas,86971,43485.5,0,0,0,
UAB JUTRIX EKSPORTO DIDINIMAS PRIORITETINĖSE EKSPORTO RINKOSE,03.2.1-LVPA-K-801-02-0377,"Uždaroji akcinė bendrovė ""JUTRIX""",Paraiškos vertinimas,54312,27156,0,0,0,
"UAB ""Ambernetas"" eksporto skatinimas dalyvaujant tarptautinėse parodose",03.2.1-LVPA-K-801-02-0397,UAB AMBERNETAS,Paraiškos vertinimas,87683,43841.5,0,0,0,
"UAB ""UT Katilai"" eksporto plėtros skatinimas dalyvaujant tarptautinėse parodose",03.2.1-LVPA-K-801-02-0380,"UAB ""UT KATILAI""",Paraiškos vertinimas,86253,43126.5,0,0,0,
"UAB ""Kelionių laikas"" naujų užsienio rinkų paieška ir esamų rinkų plėtra",03.2.1-LVPA-K-801-02-0400,"UAB ""KELIONIŲ LAIKAS""",Paraiškos vertinimas,86965,43482.5,0,0,0,
"Vandens tiekimo ir nuotekų tvarkymo infrastruktūros plėtra Raseinių rajone (Betygaloje, Girkalnyje, Viduklėje)",05.3.2-APVA-V-013-01-0029,"Uždaroji akcinė bendrovė ""Raseinių vandenys""",Įgyvendinimas,3766282.92,3577968.77,3766282.92,3577968.77,0,2016-10-03
"UAB ""Vinapack"" naujų rinkų paieška ir esamų plėtra",03.2.1-LVPA-K-801-02-0383,UAB VINAPACK,Paraiškos vertinimas,90000,45000,0,0,0,
"UAB ""Metnetus"" naujų užsienio rinkų paieška ir esamų rinkų plėtra",03.2.1-LVPA-K-801-02-0403,"UAB ""Metnetus""",Paraiškos vertinimas,85176,42588,0,0,0,
"UAB ""Pavėsinės"" pardavimų plėtra užsienyje",03.2.1-LVPA-K-801-02-0405,"UAB ""Pavėsinės""",Paraiškos vertinimas,25200,12600,0,0,0,
"UAB ""PAKA"" eksporto plėtros skatinimas",03.2.1-LVPA-K-801-02-0386,"PAKA, UAB",Paraiškos vertinimas,85176,42588,0,0,0,
"UAB ""TOP sofa"" gaminamos lietuviškos produkcijos eksporto didinimas, dalyvaujant tarptautinėse parodose",03.2.1-LVPA-K-801-02-0392,UAB“Top Sofa“,Paraiškos vertinimas,85535,42767.5,0,0,0,
UAB „Tautrimo Aštrausko klinika“ naujų užsienio rinkų paieška ir esamų rinkų plėtra (bendrovės ir jos paslaugų pristatymas tarptautinėse parodose),03.2.1-LVPA-K-801-02-0389,"UAB ""Tautrimo Aštrausko klinika""",Paraiškos vertinimas,88048,44024,0,0,0,
Vandentiekio ir nuotekų tvarkymo infrastruktūros plėtra Raseinių rajone,05.3.2-APVA-V-013-01-0024,UAB „Raseinių vandenys“,Paraiškos vertinimas,400009.1,380008.65,0,0,0,
"UAB ""Bendrosios medicinos praktika"" esamų užsienio rinkų plėtra ir  naujų rinkų paieška",03.2.1-LVPA-K-801-02-0378,"Uždaroji akcinė bendrovė ""Bendrosios medicinos praktika""",Nesudaryta sutartis,85535,42767,0,0,0,
"UAB ""Pifka"" eksporto didinimas, dalyvaujant tarptautinėse parodose.",03.2.1-LVPA-K-801-02-0398,UAB „PIFKA“,Paraiškos vertinimas,85894,42947,0,0,0,
"UAB ""Timber Cabins"" konkurencingumo didinimas prioritetinėse užsienio rinkose",03.2.1-LVPA-K-801-02-0376,UAB Timber Cabins,Paraiškos vertinimas,95823,45000,0,0,0,
“UAB “Penta Electronics” žinomumo didinimas ir pardavimų užsienio rinkose skatinimas”,03.2.1-LVPA-K-801-02-0395,UAB “Penta Electronics”,Paraiškos vertinimas,86253,43126.5,0,0,0,
"UAB ""Taiga Euro Baltika"" naujų užsienio rinkų paieška ir esamų rinkų plėtra",03.2.1-LVPA-K-801-02-0401,"Uždaroji akcinė bendrovė ""TAIGA EURO BALTIKA""",Paraiškos vertinimas,65318,32659,0,0,0,
"UAB ''Tavira"" eksporto didinimas dalyvaujant tarptautinėse parodose",03.2.1-LVPA-K-801-02-0384,"UAB ""TAVIRA""",Paraiškos vertinimas,85176,42588,0,0,0,
"UAB ""Pro-implant"" esamų užsienio rinkų plėtra ir  naujų rinkų paieška",03.2.1-LVPA-K-801-02-0404,"UAB ""Pro-implant""",Paraiškos vertinimas,85176,42588,0,0,0,
UAB „Vilniaus maistas“ dalyvavimas tarptautinėse parodose,03.2.1-LVPA-K-801-02-0387,"UAB ""VILNIAUS MAISTAS""",Nesudaryta sutartis,32500,16250,0,0,0,
LIETUVIŠKŲ DEKORATYVINIŲ ŽVAKIŲ EKSPORTO PLĖTRA,03.2.1-LVPA-K-801-02-0381,UAB FLATYZ,Paraiškos vertinimas,90000,45000,0,0,0,
Saugomų rūšių apsaugos ir invazinių rūšių gausos reguliavimo dokumentų parengimas,05.5.1-APVA-V-018-01-0001,Lietuvos Respublikos aplinkos ministerija,Įgyvendinimas,547866.03,547866.03,547866.03,547866.03,0,2016-09-01
UAB COSMOS CONSTRUCTION eksporto skatinimas dalyvaujant tarptautinėse turizmo parodose,03.2.1-LVPA-K-801-02-0418,UAB COSMOS CONSTRUCTION,Paraiškos vertinimas,85894,42947,0,0,0,
"UAB ""Zeraida"" eksportos skatinimas dalyvaujant tarptautinėse parodose",03.2.1-LVPA-K-801-02-0431,"UAB ""Zeraida""",Paraiškos vertinimas,85535,42767.5,0,0,0,
Naujų eksporto rinkų paieška ir esamų rinkų plėtra,03.2.1-LVPA-K-801-02-0434,"Uždaroji akcinė bendrovė ""NAUJASIS NEVĖŽIS""",Paraiškos vertinimas,78101,39050,0,0,0,
"UAB ""NĖGĖ"" eksporto rinkų plėtra",03.2.1-LVPA-K-801-02-0415,"Uždaroji akcinė bendrovė ""NĖGĖ""",Paraiškos vertinimas,86606,43303,0,0,0,
"UAB ""Media Inovacijos"" eksporto plėtra",03.2.1-LVPA-K-801-02-0437,"UAB ""Media inovacijos""",Paraiškos vertinimas,86971,43485,0,0,0,
"UAB ''Baltic ILP"" plėtra užsienio rinkose",03.2.1-LVPA-K-801-02-0440,"UAB ""Baltic ILP""",Nesudaryta sutartis,53594,26797,0,0,0,
"UAB ""Terra IT"" eksporto plėtra",03.2.1-LVPA-K-801-02-0409,"UAB ""Terra IT""",Paraiškos vertinimas,75247,37623.5,0,0,0,
"UAB ""Some Films"" eksporto rinkų plėtra",03.2.1-LVPA-K-801-02-0407,"UAB ""Some Films""",Paraiškos vertinimas,77036,38518,0,0,0,
"UAB ""Ausnė"" eksporto plėtra",03.2.1-LVPA-K-801-02-0423,"UAB ""Ausnė""",Paraiškos vertinimas,21294,10647,0,0,0,
"UAB ""Baltic Sticks"" eksporto skatinimas dalyvaujant tarptautinėse parodose",03.2.1-LVPA-K-801-02-0429,"UAB ""BALTIC STICKS""",Paraiškos vertinimas,89107,44553.5,0,0,0,
UAB “Interjero elementai” produkcijos eksporto didinimas ir naujų klientų paieška,03.2.1-LVPA-K-801-02-0414,"UAB ""Interjero elementai""",Paraiškos vertinimas,64241,32120.5,0,0,0,
"UAB ""Totochemical"" eksporto rinkos plėtra pristatant įmonės produkciją potencialiems klientams",03.2.1-LVPA-K-801-02-0426,"UAB ""Totochemical""",Nesudaryta sutartis,21294,10647,0,0,0,
"UAB Inno Lietuva eksporto apimčių didinimas, dalyvaujant tarptautinėse parodose",03.2.1-LVPA-K-801-02-0435,UAB „Inno Lietuva“,Paraiškos vertinimas,85176,42588,0,0,0,
Eksporto skatinimas dalyvaujant tarptautinėse parodose,03.2.1-LVPA-K-801-02-0416,"UAB ""Ortopagalba""",Paraiškos vertinimas,54312,27156,0,0,0,
"UAB  ""Saulės grąžos"" eksporto apimčių didinimas",03.2.1-LVPA-K-801-02-0432,"UAB ""Saulės grąža""",Paraiškos vertinimas,77978,38989,0,0,0,
"Uždarosios akcinės bendrovės ""TORVELA""eksporto plėtra",03.2.1-LVPA-K-801-02-0419,"Uždaroji akcinė bendrovė ""TORVELA""",Paraiškos vertinimas,80114,40057,0,0,0,
"UAB ""Gajausta"" eksporto veiklos vykdymo pradžia, plečiantis į užsienio rinkas, pristatant įmonės produkciją ir paslaugas tarptautinėse parodose",03.2.1-LVPA-K-801-02-0438,"UAB ""Gajausta""",Paraiškos vertinimas,64959,32479.5,0,0,0,
"UAB ""Logibaltika"" eksporto rinkų plėtra",03.2.1-LVPA-K-801-02-0421,"UAB ""Logibaltika""",Paraiškos vertinimas,86606,43303,0,0,0,
"UAB ""PAJŪRIO GINTARAS"" eksporto plėtra",03.2.1-LVPA-K-801-02-0410,"Uždaroji akcinė bendrovė ""PAJŪRIO GINTARAS""",Nesudaryta sutartis,89819,44909.5,0,0,0,
UAB „Intesta“ naujos galimybės,03.2.1-LVPA-K-801-02-0441,"UAB ""INTESTA""",Paraiškos vertinimas,87683,43485.5,0,0,0,
Begarsio ventiliacijos difuzerio technologijos kūrimo moksliniai tyrimai ir prototipo kūrimas,01.2.1-LVPA-K-823-01-0019,"UAB ""FabricAir""",Nesudaryta sutartis,6655717.03,3765670,0,0,0,
UAB „Bygg & fasade service“ eksporto plėtra,03.2.1-LVPA-K-801-02-0424,UAB Bygg & fasade service,Nesudaryta sutartis,74529,37264,0,0,0,
"UAB ""Fabaltics"" eksporto rinkų plėtra",03.2.1-LVPA-K-801-02-0408,"UAB ""Fabaltics""",Paraiškos vertinimas,89819,44909.5,0,0,0,
UAB Monte Pacis žinomumo didinimas siekiant pritraukti klientų iš užsienio šalių,03.2.1-LVPA-K-801-02-0425,UAB MONTE PACIS,Paraiškos vertinimas,0,0,0,0,0,
"UAB ""Domus Lumina"" eksporto rinkų plėtra",03.2.1-LVPA-K-801-02-0433,"UAB ""Domus Lumina""",Paraiškos vertinimas,22012,11006,0,0,0,
"UAB ""Akto"" eksporto plėtra",03.2.1-LVPA-K-801-02-0427,"UAB ""AKTO""",Paraiškos vertinimas,86971,43485.5,0,0,0,
UAB Voverės dalyvavimas maitinimo paslaugų ir viešojo maitinimo profilio parodose 2017 m.,03.2.1-LVPA-K-801-02-0417,"UAB ""Voverės""",Paraiškos vertinimas,57878,28939,0,0,0,
"UAB ""Baltic Commercial Union"" eksporto plėtra",03.2.1-LVPA-K-801-02-0412,"UAB ""Baltic Commercial Union""",Nesudaryta sutartis,89000,44000,0,0,0,
"UAB ""Finnfoam""  eksporto plėtra dalyvaujant tarptautinėse parodose",03.2.1-LVPA-K-801-02-0430,UAB Finnfoam,Nesudaryta sutartis,85176,42588,0,0,0,
UAB Asmodas eksporto plėtra,03.2.1-LVPA-K-801-02-0439,UAB Asmodas,Paraiškos vertinimas,85535,42767,0,0,0,
"Dalyvavimas parodoje ""WOOD WORLD SOUTH AFRICA 2016""",03.2.1-LVPA-K-801-02-0422,"UAB ""JM Haus""",Paraiškos vertinimas,11006,5503,0,0,0,
Įmonės eksporto skatinimas dalyvaujant užsienyje vykstančiose tarptautinėse parodose,03.2.1-LVPA-K-801-02-0436,UAB Eglėšakis,Paraiškos vertinimas,43665,21832.5,0,0,0,
Universalaus lietuvių kalbos sintaksės ir semantikos analizės modulio sukūrimas,01.2.1-LVPA-K-823-02-0008,"ATEA, UAB",Paraiškos vertinimas,2668029.66,1304703.36,0,0,0,
"UAB ""Arsenalas"" eksporto potencialo didinimas užsienio rinkose",03.2.1-LVPA-K-801-02-0420,"UAB ""Arsenalas""",Paraiškos vertinimas,53235,26617.5,0,0,0,
"UAB ""Novameta"" eksporto plėtra",03.2.1-LVPA-K-801-02-0413,"UAB ""Novameta""",Paraiškos vertinimas,32659,16329.5,0,0,0,
UNO Parks dalyvavimas parodose ir eksporto skatinimas,03.2.1-LVPA-K-801-02-0411,UAB UNO Parks,Paraiškos vertinimas,90000,45000,0,0,0,
