Name des Begünstigten,Bezeichnung des Vorhabens,Zusammenfassung des Vorhabens,Datum des Beginns,Datum des Endes,"Gesamtbetrag förderfähiger 
Ausgaben","Kofinanzierungssatz","PLZ 
Begünstigter",Land,Themenfeld
Unternehmensnetzwerk Neukölln-Südring e.V.,Mehrwerte für Flüchtlinge und Unternehmen,Mehrwerte für Flüchtlinge und Unternehmen,01.10.2016,30.06.2017,"9.999,06 €",50%,12059,DE300,"109 - Aktive Inklusion, nicht zuletzt durch die Förderung der Chancengleichheit und aktiver Beteiligung..."
veedu GmbH,Bereit fürs Online-Marketing,Bereit fürs Online-Marketing,15.10.2016,14.10.2017,"9.995,66 €",50%,10829,DE300,"109 - Aktive Inklusion, nicht zuletzt durch die Förderung der Chancengleichheit und aktiver Beteiligung..."
Vereinigung für Betriebliche Bildungsforschung e.V.,INWENT,"Das Projekt ist im länderübergreifenden Cluster Energietechnik Berlin-Brandenburg angesiedelt. Der Weiterbildungsbedarf für die Beschäftigten des Clusters wird durch die Umbrüche und Veränderungen im Cluster Energietechnik entlang der gesamten Wertschöpfungskette hervorgerufen.

 Zielgruppe für die Weiterbildungen sind die Beschäftigten von Unternehmen des Clusters Energietechnik, vorzugsweise in Berlin. In den Unternehmen des Clusters sind in 5 Berufsfeldern über 50 relevante Berufe vertreten für die infolge von veränderten Anforderungen Zusatzqualifizierungen relevant sind bzw. werden können. Als passgenaue Zusatzqualifizierung werden die Weiterbildungen zum einen für Fachkräfte mit Berufsabschluss (Facharbeiter - DQR-Niveau 4) und Fach- und Führungskräfte mit Berufsabschluss (Meister, Ingenieure und Spezialisten - DQR 5 ff) angeboten.

 In Gesprächen mit den Geschäftsführungen und/oder Personalverantwortlichen werden das Projekt &bdquo;INWENT&ldquo; und die damit verbundenen Fördermöglichkeiten sowie das Weiterbildungssystem mit seinen Bausteinen präsentiert. Darüber hinaus werden aktuelle Qualifizierungsbedarfe erfasst. Diese bilden die Grundlage für die Adaption von Bausteinen bzw. die Entwicklung neuer Zusatzqualifizierungen.

 Zusätzlich werden Informationsveranstaltungen für Unternehmen des Clusters konzipiert und angeboten. Dies erfolgt in enger Zusammenarbeit mit dem Clustermanagement des Clusters Energietechnik. Im Projektverlauf werden je nach Bedarf zur Erfüllung der Zielstellungen des Projektes weitere dezentrale Informations- und Sensibilisierungsveranstaltungen zur Gewinnung von Teilnehmenden umgesetzt.

",01.09.2016,31.12.2017,"1.150.840,66 €","62,74%",10243,DE300,"106 - Anpassung der Arbeitskräfte, Unternehmen und Unternehmer an den Wandel"
Vereinigung Junger Freiwilliger e.V.,Freiwilliges Ökologisches Jahr,"Die Rahmenbedingungen für ein FÖJ werden durch das Gesetz zur Förderung der Jugendfreiwilligendienste vorgegeben.

Das FÖJ ist ein einjähriges Bildungs- und Beschäftigungsangebot im Umweltbereich (Projektlaufzeit: jährlich vom 01.09. bis 31.08. des Folgejahres). Es wird ganztägig als überwiegend praktische Hilfstätigkeit, die an Lernzielen orientiert ist, in geeigneten Stellen und Einrichtungen geleistet, die im Bereich des Natur- und Umweltschutzes einschließlich der Bildung zur Nachhaltigkeit tätig sind.

Ziel ist es, soziale, kulturelle und interkulturelle Kompetenzen zu vermitteln und das Verantwortungsbewusstsein für das Gemeinwohl zu stärken. Neben der kontinuierlichen individuellen Betreuung der Teilnehmenden ist die Seminararbeit ein wesentlicher Bestandteil der pädagogischen Begleitung. Die Gesamtdauer der Seminare beträgt bezogen auf einen zwölfmonatigen Freiwilligendienst mindestens 25 Tage.

Die Zuwendung ist zweckgebunden und entsprechend Ihrem Antrag nebst allen Anlagen und Beschreibungen und die  Bundesmittel  sind ausschließlich bestimmt für die pädagogische Begleitung im Freiwilligen Ökologischen Jahr im Sinne des Gesetzes zur Förderung von Jugendfreiwilligendiensten (JFDG) für den Freiwilligenjahrgang 2015/2016. Grundlage für die Beurteilung der zuwendungsfähigen Ausgaben sind die Rundschreiben des BMFSFJ zum Katalog der zuwendungsfähigen Positionen im FSJ/FÖJ sowie die Rahmenleitlinie für den ESF in Berlin der Förderperiode 2014-2020.

",01.09.2015,31.08.2016,"656.605,00 €",50%,13088,DE300,"117 - Förderung des gleichen Zugangs zum lebenslangen Lernen für alle Altersgruppen im formalen, nichtformalen und informellen..."
Vereinigung Junger Freiwilliger e.V.,FÖJ 2016/2017,"Die Rahmenbedingungen für ein FÖJ werden durch das Gesetz zur Förderung der Jugendfreiwilligendienste vorgegeben. 

Das FÖJ ist ein einjähriges Bildungs- und Beschäftigungsangebot im Umweltbereich (Projektlaufzeit: jährlich vom 01.09. bis 31.08. des Folgejahres). Es wird ganztägig als überwiegend praktische Hilfstätigkeit, die an Lernzielen orientiert ist, in geeigneten Stellen und Einrichtungen geleistet, die im Bereich des Natur- und Umweltschutzes einschließlich der Bildung zur Nachhaltigkeit tätig sind. 

  Ziel ist es, soziale, kulturelle und interkulturelle Kompetenzen zu vermitteln und das Verantwortungsbewusstsein für das Gemeinwohl zu stärken. Neben der kontinuierlichen individuellen Betreuung der Teilnehmenden ist die Seminararbeit ein wesentlicher Bestandteil der pädagogischen Begleitung. Die Gesamtdauer der Seminare beträgt bezogen auf einen zwölfmonatigen Freiwilligendienst mindestens 25 Tage. 

  Die Zuwendung ist zweckgebunden und entsprechend dem Antrag nebst allen Anlagen und Beschreibungen einzusetzen. Die Bundesmittel sind ausschließlich bestimmt für die pädagogische Begleitung im Freiwilligen Ökologischen Jahr im Sinne des Gesetzes zur Förderung von Jugendfreiwilligendiensten (JFDG) für den Freiwilligenjahrgang 2016/2017. Grundlage für die Beurteilung der zuwendungsfähigen Ausgaben sind die Rundschreiben des BMFSFJ zum Katalog der zuwendungsfähigen Positionen im FSJ/FÖJ sowie die Rahmenleitlinie für den ESF im Land Berlin für die Förderperiode 2014-2020. 

",01.09.2016,31.08.2017,"847.060,00 €","39,96%",13088 Berlin,DE300,"117 - Förderung des gleichen Zugangs zum lebenslangen Lernen für alle Altersgruppen im formalen, nichtformalen und informellen..."
viadukt GmbH,"Mein Weg zum Arbeitsmarkt - Medien, Werbung und Kommunikation","Mit diesem Projekt wird die berufliche Weiterbildung bzw. die Berufsorientierung von arbeitslosen Personen im SGB-II-Bezug zur Integration oder Reintegration in den allgemeinen Arbeitsmarkt gefördert.

Der Zuwendungszweck entspricht den Förderrichtlinien des Instrumentes Fi20A - Qualifizierung vor Beschäftigung.     

 

",01.04.2016,30.09.2016,"66.427,20 €","49,92%",10997,DE300,"117 - Förderung des gleichen Zugangs zum lebenslangen Lernen für alle Altersgruppen im formalen, nichtformalen und informellen..."
viadukt GmbH,"Mein Weg zum, Arbeitsmarkt - Tourismus und Umwelt","Mit diesem Projekt wird die berufliche Weiterbildung bzw. die Berufsorientierung von arbeitslosen Personen im SGB-II-Bezug zur Integration oder Reintegration in den allgemeinen Arbeitsmarkt gefördert.

Der Zuwendungszweck entspricht den Förderrichtlinien des Instrumentes Fi20A - Qualifizierung vor Beschäftigung.

",01.04.2016,30.09.2016,"66.427,20 €","49,92%",10997,DE300,"117 - Förderung des gleichen Zugangs zum lebenslangen Lernen für alle Altersgruppen im formalen, nichtformalen und informellen..."
viadukt GmbH,"Mein Weg zum Arbeitsmarkt - Medien, Werbung und Kommunikation 2","Mit diesem Projekt wird die berufliche Weiterbildung bzw. die Berufsorientierung von arbeitslosen Personen im SGB-II-Bezug zur Integration oder Reintegration in den allgemeinen Arbeitsmarkt gefördert.

Der Zuwendungszweck entspricht den Förderrichtlinien des Instrumentes Fi20A - Qualifizierung vor Beschäftigung.

",20.06.2016,16.12.2016,"66.427,20 €","49,92%",10997,DE300,"117 - Förderung des gleichen Zugangs zum lebenslangen Lernen für alle Altersgruppen im formalen, nichtformalen und informellen..."
viadukt GmbH,Schritte zum Arbeitsmarkt - rund um die Dienstleistung 1,Schritte zum Arbeitsmarkt - rund um die Dienstleistung 2,30.06.2016,31.12.2016,"36.112,50 €",50%,10997,DE300,115 - Verringerung und Verhütung der frühen Beendigung der Schullaufbahn und Förderung des gleichen Zugangs...
viadukt GmbH,Mein Weg zum Arbeitsmarkt - Tourismus und Umwelt 1,"Mit diesem Projekt wird die berufliche Weiterbildung bzw. die Berufsorientierung von arbeitslosen Personen im SGB-II-Bezug zur Integration oder Reintegration in den allgemeinen Arbeitsmarkt gefördert.

Der Zuwendungszweck entspricht den Förderrichtlinien des Instrumentes Fi20A - Qualifizierung vor Beschäftigung.

",04.10.2016,07.04.2017,"74.137,50 €","49,92%",10997,DE300,"117 - Förderung des gleichen Zugangs zum lebenslangen Lernen für alle Altersgruppen im formalen, nichtformalen und informellen..."
viadukt GmbH,Mein Weg zum Arbeitsmarkt - Service und Verkauf,"Mit diesem Projekt wird die berufliche Weiterbildung bzw. die Berufsorientierung von arbeitslosen Personen im SGB-II-Bezug zur Integration oder Reintegration in den allgemeinen Arbeitsmarkt gefördert.

Der Zuwendungszweck entspricht den Förderrichtlinien des Instrumentes Fi20A - Qualifizierung vor Beschäftigung.

 

",04.10.2016,07.04.2017,"74.137,50 €","49,92%",10997,DE300,"117 - Förderung des gleichen Zugangs zum lebenslangen Lernen für alle Altersgruppen im formalen, nichtformalen und informellen..."
viadukt GmbH,Mein Weg zum Arbeitsmarkt - Service und Verkauf 2,"Mit diesem Projekt wird die berufliche Weiterbildung bzw. die Berufsorientierung von arbeitslosen Personen im SGB-II-Bezug zur Integration oder Reintegration in den allgemeinen Arbeitsmarkt gefördert.

Der Zuwendungszweck entspricht den Förderrichtlinien des Instrumentes Fi20A - Qualifizierung vor Beschäftigung.

",13.12.2016,30.06.2017,"74.137,50 €","49,92%",10997,DE300,"117 - Förderung des gleichen Zugangs zum lebenslangen Lernen für alle Altersgruppen im formalen, nichtformalen und informellen..."
viadukt GmbH,Mein Weg zum Arbeitsmarkt - Service und Verkauf 3,"Mit diesem Projekt wird die berufliche Weiterbildung bzw. die Berufsorientierung von arbeitslosen Personen im SGB-II-Bezug zur Integration oder Reintegration in den allgemeinen Arbeitsmarkt gefördert.

Der Zuwendungszweck entspricht den Förderrichtlinien des Instrumentes Fi20A - Qualifizierung vor Beschäftigung.

",13.12.2016,30.06.2017,"74.137,50 €","49,92%",10997,DE300,"117 - Förderung des gleichen Zugangs zum lebenslangen Lernen für alle Altersgruppen im formalen, nichtformalen und informellen..."
Visioneers e.V.,Ledernähwerkstatt für benachteiligte Frauen,Ledernähwerkstatt für benachteiligte Frauen,01.11.2016,30.07.2017,"9.950,00 €",50%,14109,DE300,"109 - Aktive Inklusion, nicht zuletzt durch die Förderung der Chancengleichheit und aktiver Beteiligung..."
VISTA,ABO Modular,"Die Projektförderung aus Mitteln des Europäischen Sozialfonds (ESF) richtet sich an die Durchführung von Maßnahmen für eine Beschäftigung und Qualifizierung für langzeitarbeitslose suchtmittelgefährdete und suchtmittelabhängige Menschen in Berlin, die nicht nach dem SGB III oder anderen gesetzlichen Grundlagen gefördert werden können.  

  Zuwendungszweck und Ziel: Integration der Zielgruppe in das Arbeits- und Berufsleben und (Wieder-) und Erlangung von arbeitsrelevanten Grundkompetenzen.  

",01.12.2015,31.12.2017,"1.293.009,60 €","48,81%",12043,DE300,"109 - Aktive Inklusion, nicht zuletzt durch die Förderung der Chancengleichheit und aktiver Beteiligung..."
Volkshochschule Berlin Mitte,Zeitungsprojekt Alphabetisierung,"Beantragt wird die Durchführung eines Alpha-Zeitungsprojektes für funktionale Analphabeten und Lese- und Schreibschwache mit leistungsdifferenzierten Lerneinheiten zum Erlernen von Lesen und Schreiben, sowie zur Medienkunde. Das Projekt wird von der VHS Mitte und Lesen und Schreiben e.V. kooperativ geplant und durchgeführt.

Das Projekt besteht aus zwei Lerngruppen mit unterschiedlichen Lernvoraussetzungen. Lerngruppe 1 (Level 1 bis 3) wird von Lesen und Schreiben e.V. in deren Räumen betreut, das Angebot für die Lerngruppe 2 (Level 3/4) wird von der VHS Mitte in ihren Räumen durchgeführt. Beide Lerngruppen werden in verschiedenen Workshops, in der Redaktion, der Zeitungsproduktion und bei der Gestaltung einer Lesung zusammengeführt.

Zur Zielgruppe des Projektes gehören erwachsene, deutsch sprechende funktionale Analphabeten (Level 1-4, Leo-Studie, Hamburg 2011) und lese- und rechtschreibschwache deutsch sprechende Erwachsene.

",01.08.2016,31.12.2017,"36.001,06 €",50%,10551,DE300,"109 - Aktive Inklusion, nicht zuletzt durch die Förderung der Chancengleichheit und aktiver Beteiligung..."
Weißensee Kunsthochschule Berlin,DesignFarm Berlin | Phase 1: Design in Tech Accelerator Weißensee,"Gründer/innen mit einem technologiebasierten Gründungskonzept sollen im Rahmen von Gründungswerkstätten unterstützt werden, sofern der bereits im Ansatz entwickelte Prototyp beziehungsweise das prototypenähnliche Verfahren noch einer konstruktiven Weiterentwicklung bedarf, um den Markteintritt zu realisieren. Den Gründer/innen soll die Nutzung technischer Labore und Räume der Hochschule und des Kooperationspartners FabLab zur Realisierung ihres Gründungsvorhabens ermöglicht werden. Ihnen sollen das technische Equipment und das betriebswirtschaftliche Know-how sowie unterstützende Coaching bzw. Qualifizierungsmodule angeboten werden.

Das Designfarm-Konzept verfolgt drei Ziele:

1. Erstes Ziel ist der Aufbau handlungspraktischer unternehmerischer Kompetenzen anhand konkreter Projekte. Für Designerinnen und Designer die in der Endphase ihres Studiums zum einen herausragende Fachkompetenzen nachgewiesen und zum anderen ein konkretes Projekt mit echten Marktchancen entwickelt haben, soll die DesignFarm die Option einer eigenen Unternehmensgründung plausibel machen und im Rahmen einer Förderstruktur die ersten, entscheidenden Schritte und das damit verbundene Lernen ermöglichen. 

 2. D  ie hochschulinduzierten Projekte sollen in Gründungsaktivitäten übersetzt werden. 

 3.   Es  soll eine Plattform geschaffen werden, auf der die spezifischen Stärken und Kompetenzen des Designs zum Tragen kommen und in nachhaltige ökonomische Geschäftsmodelle übersetzt werden. 

",01.08.2016,31.12.2017,"280.404,88 €",50%,13086,DE300,"106 - Anpassung der Arbeitskräfte, Unternehmen und Unternehmer an den Wandel"
weltgewandt. Institut für interkulturelle politische Bildung e.V.,Wege ebnen: Patenschaften mit Geflüchteten ,Wege ebnen: Patenschaften mit Geflüchteten ,17.10.2016,15.10.2017,"9.776,25 €",50%,12689,DE300,"109 - Aktive Inklusion, nicht zuletzt durch die Förderung der Chancengleichheit und aktiver Beteiligung..."
WeTeK Berlin gGmbH,Berufliche Weiterbildung für sozial-pädagogische Fachkräfte,"Vermittlung von Wissen und Kompetenzen zu neuen technischen, fachlichen und organisatorischen Anforderungen in Bereichen wie digitale Medien (IKT), innovative Lernformen, Entwicklung und Umsetzung von didaktischen Konzepten, von fachspezifischen Methoden sowie ein Wissenstransfer in neue soziale Arbeitsfelder wie z. B. Inklusion 

 Kinder und Jugendliche sind darauf vorzubereiten, selbstbestimmt, kreativ, kritisch und verantwortungsvoll mit Medien umzugehen als Voraussetzung für Teilhabe und Beteiligung in der digitalen Gesellschaft. 

",01.01.2016,31.12.2017,"1.563.643,20 €",50%,10119,DE300,"106 - Anpassung der Arbeitskräfte, Unternehmen und Unternehmer an den Wandel"
WeTeK Berlin gGmbH,FSP 1-8 - ARTWert im Creative Service Center,"Qualifizierung Kulturwirtschaft - KuWiQ   

  Erweiterung der berufsbezogenen nichtkünstlerischen Beratungs- und Weiterbildungsmöglichkeiten für Selbständige und freiberuflich Tätige in den kulturell geprägten Teilbranchen der Kulturwirtschaft Berlins. Ziel ist es, den Teilnehmenden durch ein höheres Maß an individueller berufsbezogener Handlungskompetenz Hilfe zur Selbsthilfe zu geben, um auf diese Weise   

  *  die Betätigung auf den kreativwirtschaftlichen Märkten wirtschaftlich ertragreicher zu gestalten, 

  *  neue Perspektiven und Chancen am Markt (auch im Ausland) zu eröffnen und 

  *  die wirtschaftliche Existenz der Teilnehmenden mittelfristig zu stabilisieren. 

 ",01.03.2016,28.02.2018,"450.656,51 €",50%,10119,DE300,"106 - Anpassung der Arbeitskräfte, Unternehmen und Unternehmer an den Wandel"
WeTeK Berlin gGmbH,Vorbereitung auf die berufsbegleitende Erzieherausbildung mit integrierter Sprachförderung,"Mit diesem Projekt wird die berufliche Weiterbildung bzw. die Berufsorientierung von arbeitslosen Personen im SGB-II-Bezug zur Integration oder Reintegration in den allgemeinen Arbeitsmarkt gefördert.

Der Zuwendungszweck entspricht den Förderrichtlinien des Instrumentes Fi20A - Qualifizierung vor Beschäftigung.

",18.04.2016,30.09.2016,"81.821,44 €","49,92%",10119,DE300,"117 - Förderung des gleichen Zugangs zum lebenslangen Lernen für alle Altersgruppen im formalen, nichtformalen und informellen..."
WeTeK Berlin gGmbH,"Kunst - gestalterisch-künstlerische Grundbildung, Orientierung in kreative Berufsfelder","Mit diesem Projekt wird die berufliche Weiterbildung bzw. die Berufsorientierung von arbeitslosen Personen im SGB-II-Bezug zur Integration oder Reintegration in den allgemeinen Arbeitsmarkt gefördert.

Der Zuwendungszweck entspricht den Förderrichtlinien des Instrumentes Fi20A - Qualifizierung vor Beschäftigung.

 

",09.05.2016,08.11.2016,"75.916,80 €","49,92%",10119,DE300,"117 - Förderung des gleichen Zugangs zum lebenslangen Lernen für alle Altersgruppen im formalen, nichtformalen und informellen..."
